DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,rama4d_d,RAMA2D_D_R4,DSI,FEX_C,DPTO,ANO,MES,PERIODO,REGIS,P7250,P7260,P7280,P7310,P7320,P7350,P7360,P9460,P7390,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7422,P7422S1,P1806,P1519,P1883,OFICIO1,OFICIO2,DSCY,GWEB
5325530,1,3,1,66,1,7310,73,1,443.6607069,66,2020,12,202012,70,40,48,1,2,40,4,1,2,1,,,,,,,,1,2,,900000,2,,16,16,2,
5325546,1,1,1,11,1,8010,80,1,3823.809769,11,2020,12,202012,70,36,48,1,2,36,1,9,2,2,,,,,,,,1,2,,2500000,2,,58,58,2,
5325550,1,3,1,11,1,5611,56,1,2518.082581,11,2020,12,202012,70,24,48,2,2,24,1,2,2,1,,,,,,,,1,2,,1000000,2,,39,53,2,
5325553,1,5,1,54,1,4520,45,1,441.0782799,54,2020,12,202012,70,24,48,4,2,24,4,1,2,4,,,,,,,,1,2,,980000,2,,3,3,2,
5325555,1,1,1,73,1,9700,97,1,360.872923,73,2020,12,202012,70,20,48,3,2,32,3,1,2,1,,,,,,,,1,2,,900000,2,,54,54,2,
5325559,1,1,1,73,1,4520,45,1,182.3606899,73,2020,12,202012,70,32,48,4,2,32,4,1,2,1,,,,,,,,1,2,,1200000,2,,84,84,2,
5325560,1,2,1,73,1,5630,56,1,141.483399,73,2020,12,202012,70,50,50,1,2,50,1,4,2,1,,,,,,,,1,2,,900000,2,,45,50,2,
5325567,1,2,1,5,1,4112,41,1,1521.147066,5,2020,12,202012,70,8,48,4,2,8,1,2,2,1,,,,,,,,1,2,,878000,2,,93,95,1,
5325570,1,4,1,5,1,1200,12,1,983.5469381,5,2020,12,202012,70,24,48,1,2,72,1,9,2,3,,,,,,,,1,2,,1400000,2,,85,78,2,
5325571,1,1,1,5,1,4111,41,1,1592.275034,5,2020,12,202012,70,36,48,4,2,36,1,3,2,1,,,,,,,,1,2,,1000000,2,,95,95,2,
5325597,1,3,1,54,1,4330,43,1,444.1096437,54,2020,12,202012,70,12,48,4,2,12,4,1,2,1,,,,,,,,1,2,,600000,2,,93,93,1,
5325603,1,4,1,54,1,9700,97,1,398.1860675,54,2020,12,202012,70,24,48,3,2,24,3,1,2,7,,,,,,,,1,2,,600000,2,,54,54,2,
5325623,1,2,1,5,1,4330,43,1,1341.854351,5,2020,12,202012,70,4,48,1,2,3,1,2,2,1,,,,,,,,1,1,600000,920000,2,,93,93,1,
5325623,1,3,1,5,1,2022,20,1,1341.854351,5,2020,12,202012,70,5,48,1,2,10,1,9,2,1,,,,,,,,1,2,,920000,2,,45,33,1,
5325630,1,2,1,68,1,9511,95,1,723.1405612,68,2020,12,202012,70,18,50,1,2,18,1,4,2,1,,,,,,,,1,2,,2000000,2,,8,8,2,
5325635,1,6,1,52,1,4711,47,1,587.4167332,52,2020,12,202012,70,6,40,1,2,6,1,6,2,1,,,,,,,,1,1,870000,1000000,2,,33,33,1,
5325637,1,2,1,52,1,8610,86,1,555.9505621,52,2020,12,202012,70,12,40,1,2,52,1,9,2,2,,,,,,,,1,2,,2000000,2,,7,7,1,
5325641,1,3,1,19,1,4719,47,1,146.2494784,19,2020,12,202012,70,4,48,1,2,160,1,2,2,8,,,,,,,,1,2,,400000,2,,45,45,1,
5325644,1,4,1,19,1,4754,47,1,72.20687507,19,2020,12,202012,70,36,48,1,2,36,1,9,2,1,,,,,,,,1,2,,877803,2,,39,39,2,
5325649,1,2,1,11,1,4789,47,1,3766.634928,11,2020,12,202012,70,52,40,1,2,12,4,1,2,8,,,,,,,,1,2,,877803,2,,45,45,2,
5325651,1,1,1,11,1,4322,43,1,3602.047615,11,2020,12,202012,70,4,40,1,2,2,1,4,2,1,,,,,,,,1,1,877803,900000,2,,87,87,1,
5325651,1,3,1,11,1,5630,56,1,3602.047615,11,2020,12,202012,70,4,48,1,2,2,1,3,2,8,,,,,,,,1,1,400000,750000,2,,53,53,1,
5325655,1,1,1,11,1,4111,41,1,1510.60657,11,2020,12,202012,70,52,40,1,2,52,1,8,2,1,,,,,,,,1,2,,900000,2,,95,95,2,
5325656,1,1,1,11,1,8530,85,1,4329.886322,11,2020,12,202012,70,4,48,4,2,4,4,9,2,1,1,,,,,,,,2,,2200000,1,1,19,19,1,
5325656,1,2,1,11,1,8530,85,1,4329.886322,11,2020,12,202012,70,4,30,4,2,4,4,9,2,1,,,,,,,,1,2,,900000,2,,19,19,1,
5325658,1,1,1,11,1,4771,47,1,4263.592463,11,2020,12,202012,70,8,48,1,2,3,4,4,2,1,,,,,,,,1,1,300000,877803,2,,58,45,1,
5325663,1,2,1,11,1,.,,1,3863.286443,11,2020,12,202012,70,8,40,1,1,,,,,,,,,,,,,,,,877803,,,45,,1,
5325666,1,1,1,11,1,9700,97,1,3589.601131,11,2020,12,202012,70,40,40,3,2,4,3,2,2,1,,,,,,,,1,1,300000,877803,2,,54,54,2,
5325668,1,3,1,11,1,9700,97,1,1510.60657,11,2020,12,202012,70,1,48,3,2,192,3,1,2,1,,,,,,,,1,2,,908526,2,,55,55,1,
5325668,1,7,1,11,1,9700,97,1,1510.60657,11,2020,12,202012,70,12,48,1,2,192,3,1,2,1,,,,,,,,1,2,,908526,2,,55,54,1,
5325668,1,8,1,11,1,4111,41,1,1510.60657,11,2020,12,202012,70,4,48,1,2,4,4,1,2,1,,,,,,,,1,2,,908526,2,,95,95,1,
5325671,1,3,1,11,1,.,,1,1977.27404,11,2020,12,202012,70,4,48,1,1,,,,,,,,,,,,,,,,908526,,,38,,1,
5325677,1,1,1,11,1,9700,97,1,4346.199134,11,2020,12,202012,70,20,48,1,2,32,3,1,2,1,,,,,,,,1,2,,1000000,2,,95,98,2,
5325678,1,2,1,11,1,4330,43,1,1949.353609,11,2020,12,202012,70,4,48,1,2,4,1,5,2,4,,,,,,,,1,2,,1200000,2,,87,87,1,
5325679,1,3,1,11,1,8220,82,1,2857.32763,11,2020,12,202012,70,2,48,1,2,40,1,9,2,1,,,,,,,,1,2,,908526,2,,39,32,1,
5325694,1,2,1,11,1,9700,97,1,3941.5907,11,2020,12,202012,70,48,48,1,2,48,3,1,2,1,,,,,,,,1,2,,877803,2,,59,59,2,
5325698,1,5,1,11,1,9101,91,1,2399.12576,11,2020,12,202012,70,4,48,1,2,4,1,8,2,7,,,,,,,,1,2,,877803,2,,39,39,1,
5325700,1,3,1,11,1,.,,1,2860.473452,11,2020,12,202012,70,120,48,1,1,,,,,,,,,,,,,,,,877803,,,18,,2,
5325706,1,2,1,11,1,3110,31,1,2956.983375,11,2020,12,202012,70,16,48,1,2,192,1,8,2,2,,,,,,,,1,2,,877803,2,,97,97,2,
5325729,1,3,1,8,1,.,,1,543.3587983,8,2020,12,202012,70,56,48,1,1,,,,,,,,,,,,,,,,877000,,,45,,2,
5325740,1,1,1,8,1,8121,81,1,455.9216635,8,2020,12,202012,70,32,40,3,2,96,4,1,2,1,,,,,,,,1,2,,877000,2,,55,55,2,
5325750,1,2,1,8,1,9603,96,1,719.284551,8,2020,12,202012,70,16,48,1,2,36,1,9,2,2,,,,,,,,1,2,,877000,2,,44,44,2,
5325753,1,3,1,8,1,9609,96,1,303.1837779,8,2020,12,202012,70,4,48,4,2,36,4,1,2,4,,,,,,,,1,2,,877000,2,,59,59,1,
5325762,1,5,1,8,1,6190,61,1,656.6641013,8,2020,12,202012,70,104,48,1,2,156,1,9,2,2,,,,,,,,1,2,,878116,2,,45,39,2,
5325763,1,5,1,8,1,3511,35,1,303.1837779,8,2020,12,202012,70,52,48,1,2,52,1,9,2,2,,,,,,,,1,2,,878116,2,,39,3,2,
5325766,1,3,1,8,1,1051,10,1,498.4366633,8,2020,12,202012,70,8,48,1,2,12,1,9,2,8,,,,,,,,1,2,,878116,2,,3,3,1,
5325767,1,1,1,8,1,8559,85,1,761.7995508,8,2020,12,202012,70,32,48,1,2,36,4,2,2,1,,,,,,,,1,2,,1600000,2,,13,13,2,
5325775,1,1,1,8,1,4771,47,1,756.7178123,8,2020,12,202012,70,8,48,1,2,24,1,7,2,1,,,,,,,,1,2,,600000,2,,33,45,1,
5325776,1,2,1,8,1,9700,97,1,421.3361853,8,2020,12,202012,70,4,48,3,2,24,3,1,2,1,,,,,,,,1,2,,600000,2,,54,54,1,
5325776,1,3,1,8,1,8559,85,1,421.3361853,8,2020,12,202012,70,12,48,1,2,48,4,9,2,1,,,,,,,,1,2,,800000,2,,45,45,1,
5325777,1,2,1,8,1,9700,97,1,740.5460752,8,2020,12,202012,70,24,56,3,2,24,3,1,2,1,,,,,,,,1,2,,600000,2,,54,54,2,
5325783,1,2,1,8,1,7810,78,1,303.1837779,8,2020,12,202012,70,8,48,1,2,6,1,3,2,8,,,,,,,,1,2,,860000,2,,32,55,1,
5325783,1,3,1,8,1,4111,41,1,303.1837779,8,2020,12,202012,70,8,48,1,2,48,1,5,2,8,,,,,,,,1,2,,800000,2,,95,95,1,
5325804,1,2,1,8,1,3320,33,1,786.0957925,8,2020,12,202012,70,32,48,1,2,32,1,9,2,1,,,,,,,,1,2,,1200000,2,,85,85,2,
5325806,1,3,1,8,1,4741,47,1,765.552208,8,2020,12,202012,70,32,48,1,2,32,4,1,2,1,,,,,,,,1,2,,890000,2,,45,41,2,
5325824,1,1,1,27,1,.,,1,77.04541153,27,2020,12,202012,70,52,48,1,1,,,,,,,,,,,,,,,,800000,,,33,,2,
5325831,1,1,1,27,1,4781,47,1,84.24463716,27,2020,12,202012,70,8,48,1,2,16,4,1,2,8,,,,,,,,1,2,,800000,2,,45,45,1,
5325831,1,3,1,27,1,.,,1,84.24463716,27,2020,12,202012,70,16,40,1,1,,,,,,,,,,,,,,,,700000,,,84,,2,
5325831,1,5,1,27,1,4771,47,1,84.24463716,27,2020,12,202012,70,1,48,1,2,1,1,4,2,7,,,,,,,,1,1,877000,900000,2,,45,45,1,
5325833,1,2,1,27,1,4322,43,1,80.51980573,27,2020,12,202012,70,16,48,4,2,16,1,3,2,1,,,,,,,,1,2,,1000000,2,,3,3,2,
5325837,1,1,1,27,1,3514,35,1,82.65079517,27,2020,12,202012,70,104,48,2,2,104,1,8,2,1,,,,,,,,1,2,,1114000,2,,33,39,2,
5325842,1,4,1,27,1,.,,1,93.94811267,27,2020,12,202012,70,11,56,2,1,,,,,,,,,,,,,,,,1500000,,,58,,1,
5325850,1,1,1,41,1,4111,41,1,186.3547039,41,2020,12,202012,70,5,45,1,2,7,5,3,2,3,,,1,,,,,,2,,1000000,2,,95,95,1,
5325850,1,4,1,41,1,.,,1,186.3547039,41,2020,12,202012,70,20,45,1,1,,,,,,,,,,,,,,,,1000000,,,45,,2,
5325851,1,3,1,41,1,7490,74,1,143.2705323,41,2020,12,202012,70,20,45,1,2,30,1,9,2,1,,,,,,,,1,2,,2500000,2,,5,5,2,
5325868,1,1,1,95,1,,,1,141.1281237,95,2020,12,202012,70,4,54,1,2,4,1,2,2,1,,,,,,,,1,1,180000,877803,2,,,,,
5325871,1,2,1,95,1,,,1,71.07260657,95,2020,12,202012,70,8,48,3,2,12,3,1,2,2,,,,,,,,1,2,,877803,2,,,,,
5325876,1,2,1,70,1,4711,47,1,130.7065084,70,2020,12,202012,70,2,48,1,2,12,1,3,2,2,,,,,,,,1,2,,877803,2,,45,45,1,
5325879,1,1,1,70,1,4921,49,1,107.4266082,70,2020,12,202012,70,48,48,1,2,49,4,1,2,1,,,,,,,,1,2,,900000,2,,97,98,2,
5325883,1,2,1,70,1,8530,85,1,117.7819438,70,2020,12,202012,70,16,48,3,2,40,9,1,2,1,,,,,,,,1,2,,877803,2,,54,59,2,
5325885,1,3,1,70,1,.,,1,86.09477792,70,2020,12,202012,70,4,48,1,1,,,,,,,,,,,,,,,,2400000,,,13,,1,
5325891,1,1,1,70,1,8542,85,1,143.5329835,70,2020,12,202012,70,4,48,4,2,4,4,9,2,1,1,,,,,,,,1,4500000,2000000,1,1,9,21,1,
5325903,1,1,1,70,1,4112,41,1,97.71396295,70,2020,12,202012,70,8,48,4,2,8,4,2,2,1,,,,,,,,1,2,,700000,2,,95,95,1,
5325906,1,3,1,70,1,4772,47,1,87.65626043,70,2020,12,202012,70,20,48,1,2,20,1,4,2,1,,,,,,,,1,2,,908520,2,,45,45,2,
5325919,1,3,1,,1,4111,41,1,659.8103729,76,2020,12,202012,70,6,45,1,2,7,1,6,2,1,,,,,,,,1,2,,877803,2,,32,39,1,
5325919,1,5,1,,1,5619,56,1,659.8103729,76,2020,12,202012,70,28,24,4,2,3,4,1,2,2,,,,,,,,1,1,288000,600000,2,,53,53,2,
5325920,1,3,1,,1,4774,47,1,659.8103729,76,2020,12,202012,70,8,45,1,2,48,1,4,2,2,,,,,,,,1,2,,877803,2,,45,45,1,
5325921,1,4,1,,2,8423,84,1,4961.631923,76,2020,12,202012,70,5,48,2,2,6,2,9,2,3,,,,,,,,1,1,600000,877803,2,,58,58,1,
5325928,1,1,1,52,1,8219,82,1,210.5468358,52,2020,12,202012,70,40,40,1,2,40,4,2,2,1,,,,,,,,1,2,,900000,2,,45,39,2,
5325928,1,2,1,52,1,6920,69,1,210.5468358,52,2020,12,202012,70,32,40,1,2,30,1,3,2,7,,,,,,,,1,2,,600000,2,,3,3,2,
5325938,1,2,1,41,1,8511,85,1,217.4255555,41,2020,12,202012,70,104,48,1,2,104,1,6,2,1,,,,,,,,1,2,,1600000,2,,13,13,2,
5325953,1,3,1,41,1,8121,81,1,208.6541377,41,2020,12,202012,70,44,40,4,2,44,4,1,2,1,,,,,,,,1,2,,900000,2,,55,55,2,
5325959,1,4,1,41,1,5611,56,1,92.49012179,41,2020,12,202012,70,50,40,1,2,50,4,1,2,1,,,,,,,,1,2,,900000,2,,45,53,2,
5325960,1,1,1,41,1,8621,86,1,212.1638512,41,2020,12,202012,70,24,48,1,2,24,1,9,2,8,,,,,,,,1,2,,900000,2,,59,59,2,
5325960,1,3,1,41,1,5611,56,1,212.1638512,41,2020,12,202012,70,50,48,1,2,50,4,1,2,8,,,,,,,,1,2,,900000,2,,37,53,2,
5325973,1,4,1,73,1,5611,56,1,275.9034799,73,2020,12,202012,70,8,50,1,2,32,1,4,2,1,,,,,,,,1,2,,900000,2,,53,53,1,
5325974,1,2,1,73,1,5611,56,1,438.1896204,73,2020,12,202012,70,10,45,1,2,10,1,3,2,1,,,,,,,,1,2,,950000,2,,53,53,1,
5325976,1,3,1,73,1,5611,56,1,306.4496202,73,2020,12,202012,70,40,48,1,2,40,1,2,2,1,,,,,,,,1,2,,900000,2,,53,53,2,
5325989,1,2,1,18,1,8530,85,1,79.69164442,18,2020,12,202012,70,50,50,1,2,50,1,5,2,7,1,,,,,,,,2,,1200000,1,1,13,13,2,
5325993,1,2,1,18,1,4921,49,1,90.80664195,18,2020,12,202012,70,25,50,4,2,25,4,1,2,2,,,,,,,,1,2,,900000,2,,98,98,2,
5326014,1,3,1,41,1,8129,81,1,92.49012179,41,2020,12,202012,70,52,48,1,2,158,1,6,2,2,,,,,,,,1,2,,1200000,2,,11,33,2,
5326030,1,1,1,17,1,8010,80,1,218.414629,17,2020,12,202012,70,1,48,1,2,2,1,2,2,2,,,,,,,,1,1,500000,1000000,2,,58,58,1,
5326044,1,1,1,85,1,,,1,368.7141828,85,2020,12,202012,70,8,48,1,2,8,1,2,2,2,,,,,,,,1,2,,877803,2,,,,,
5326046,1,3,1,85,1,,,1,375.3420459,85,2020,12,202012,70,4,48,1,2,8,1,2,2,3,,,,,,,,1,1,60000,877803,2,,,,,
5326053,1,3,1,54,1,4330,43,1,406.8893623,54,2020,12,202012,70,52,48,1,2,52,4,1,2,1,,,,,,,,1,2,,877800,2,,97,93,2,
5326053,1,4,1,54,1,8412,84,1,406.8893623,54,2020,12,202012,70,104,48,1,2,502,4,9,2,2,,,,,,,,1,2,,877800,2,,39,39,2,
5326063,1,3,1,85,1,,,1,158.338843,85,2020,12,202012,70,15,48,1,2,1,6,2,2,1,,,,,,,,1,2,,900000,2,,,,,
5326075,1,1,1,76,1,5112,51,1,1185.379657,76,2020,12,202012,70,32,45,1,2,33,1,9,2,3,1,,,,,,,,2,,908526,1,1,13,2,2,
5326079,1,2,1,76,1,9609,96,1,534.5805366,76,2020,12,202012,70,28,84,4,2,77,1,4,2,2,,,,,,,,1,2,,1000000,2,,45,59,2,
5326079,1,4,1,76,1,8544,85,1,534.5805366,76,2020,12,202012,70,2,48,1,2,3,1,9,2,7,,,,,,,,1,1,98,877803,2,,39,38,1,
5326087,1,1,1,20,1,8610,86,1,269.631373,20,2020,12,202012,70,9,48,1,2,9,1,9,2,1,,,,,,,,1,2,,920000,2,,59,59,1,
5326089,1,2,1,20,1,2511,25,1,179.1147182,20,2020,12,202012,70,2,48,1,2,30,4,4,2,1,,,,,,,,1,2,,800000,2,,83,87,1,
5326090,1,1,1,20,1,9200,92,1,273.249031,20,2020,12,202012,70,24,48,1,2,30,1,7,2,1,,,,,,,,1,2,,700000,2,,39,39,2,
5326095,1,1,1,20,1,1020,10,1,240.1648543,20,2020,12,202012,70,48,48,1,2,24,4,1,2,1,,,,,,,,1,2,,800000,2,,97,45,2,
5326100,1,3,1,20,1,4111,41,1,246.005993,20,2020,12,202012,70,16,48,1,2,12,4,3,2,8,,,,,,,,1,2,,700000,2,,95,95,2,
5326122,1,1,1,15,1,5221,52,1,91.1648567,15,2020,12,202012,70,20,48,1,2,2,4,1,2,1,,,,,,,,1,2,,900000,2,,98,58,2,
5326122,1,2,1,15,1,4729,47,1,91.1648567,15,2020,12,202012,70,4,48,1,2,3,4,1,2,7,,,,,,,,1,2,,900000,2,,62,41,1,
5326122,1,3,1,15,1,4111,41,1,91.1648567,15,2020,12,202012,70,3,48,1,2,3,4,2,2,7,,,,,,,,1,2,,900000,2,,95,95,1,
5326122,1,7,1,15,1,141,1,1,91.1648567,15,2020,12,202012,70,4,48,4,2,8,1,2,2,7,,,,,,,,1,2,,900000,2,,61,61,1,
5326135,1,6,1,19,1,4111,41,1,65.46217667,19,2020,12,202012,70,25,40,4,2,25,4,1,2,2,,,,,,,,1,2,,900000,2,,95,95,2,
5326141,1,1,1,19,1,4632,46,1,177.6473452,19,2020,12,202012,70,40,40,1,2,40,1,2,2,1,,,,,,,,1,2,,908560,2,,45,45,2,
5326153,1,1,1,19,1,4330,43,1,147.0361817,19,2020,12,202012,70,8,40,4,2,8,4,1,2,1,,,,,,,,1,2,,1000000,2,,95,95,1,
5326153,1,4,1,19,1,4111,41,1,147.0361817,19,2020,12,202012,70,3,40,1,2,3,4,3,2,1,,,,,,,,1,1,600000,1000000,2,,95,95,1,
5326170,1,2,1,15,1,4754,47,1,134.1238924,15,2020,12,202012,70,12,48,1,2,12,1,9,2,4,,,1,,,,,,2,,1500000,2,,21,21,1,
5326179,1,3,1,41,1,8412,84,1,267.5927045,41,2020,12,202012,70,59,48,1,2,65,4,9,2,7,,,,,,,,1,2,,900000,2,,45,39,2,
5326186,1,4,1,,1,4112,41,1,2836.49177,76,2020,12,202012,70,38,60,4,2,38,4,1,2,1,,,,,,,,1,2,,800000,2,,95,95,2,
5326186,1,5,1,,1,4112,41,1,2836.49177,76,2020,12,202012,70,40,60,4,2,40,4,1,2,1,,,,,,,,1,2,,900000,2,,95,95,2,
5326186,1,6,1,,1,220,2,1,2836.49177,76,2020,12,202012,70,40,48,1,2,40,1,4,2,1,,,,,,,,1,2,,600000,2,,63,63,2,
5326212,1,2,1,11,1,9101,91,1,4189.662538,11,2020,12,202012,70,48,48,1,2,48,1,6,2,2,,,,,,,,1,2,,877803,2,,39,39,2,
5326213,1,3,1,11,1,4921,49,1,1510.60657,11,2020,12,202012,70,32,48,3,2,32,1,2,2,1,,,,,,,,1,2,,877803,2,,54,36,2,
5326214,1,1,1,11,1,3110,31,1,3668.340971,11,2020,12,202012,70,8,48,1,2,8,1,4,2,1,,,,,,,,1,2,,877803,2,,95,95,1,
5326215,1,3,1,11,1,6120,61,1,3480.243007,11,2020,12,202012,70,8,36,1,2,4,1,4,2,1,,,,,,,,1,2,,310000,2,,45,59,1,
5326219,1,1,1,11,1,5611,56,1,1510.60657,11,2020,12,202012,70,4,48,1,2,4,1,3,2,1,,,,,,,,1,2,,877803,2,,53,53,1,
5326219,1,2,1,11,1,4921,49,1,1510.60657,11,2020,12,202012,70,36,48,1,2,36,1,9,2,1,,,,,,,,1,2,,877803,2,,55,36,2,
5326221,1,2,1,11,1,1081,10,1,4171.243362,11,2020,12,202012,70,48,48,1,2,8,1,3,2,2,,,,,,,,1,2,,900000,2,,77,77,2,
5326222,1,2,1,11,1,1410,14,1,3629.585306,11,2020,12,202012,70,36,48,1,2,36,1,9,2,2,,,,,,,,1,2,,877803,2,,21,44,2,
5326223,1,2,1,11,1,9411,94,1,3182.475215,11,2020,12,202012,70,52,20,4,2,32,4,9,2,2,,,,,,,,1,2,,3000000,2,,21,21,2,
5326244,1,1,1,15,1,8414,84,1,55.42268774,15,2020,12,202012,70,50,48,2,2,55,2,9,2,5,,1,,,,,,,2,,877803,1,2,39,39,2,
5326244,1,5,1,15,1,8530,85,1,55.42268774,15,2020,12,202012,70,1,48,1,2,2,1,7,2,8,,,,,,,,1,1,1700000,1800000,2,,13,13,1,
5326270,1,4,1,70,1,9700,97,1,121.9818676,70,2020,12,202012,70,16,45,1,2,40,3,2,2,1,,,,,,,,1,2,,908520,2,,45,59,2,
5326279,1,2,1,70,1,4645,46,1,137.1629188,70,2020,12,202012,70,12,40,1,2,20,1,6,2,1,,,,,,,,1,2,,908520,2,,33,33,1,
5326282,1,5,1,70,1,4112,41,1,55.75373008,70,2020,12,202012,70,3,48,4,2,4,4,1,2,1,,,,,,,,1,1,500000,700000,2,,95,95,1,
5326282,1,6,1,70,1,.,,1,55.75373008,70,2020,12,202012,70,5,40,1,1,,,,,,,,,,,,,,,,908520,,,59,,1,
5326284,1,6,1,70,1,5611,56,1,52.8356608,70,2020,12,202012,70,2,40,4,2,4,1,2,2,1,,,,,,,,1,1,400000,400000,2,,55,53,1,
5326290,1,2,1,70,1,.,,1,143.3835443,70,2020,12,202012,70,8,40,1,1,,,,,,,,,,,,,,,,1000000,,,19,,1,
5326292,1,1,1,70,1,8621,86,1,69.82431244,70,2020,12,202012,70,4,40,1,2,60,1,2,2,1,,,,,,,,1,2,,908520,2,,59,59,1,
5326292,1,6,1,70,1,8121,81,1,69.82431244,70,2020,12,202012,70,5,40,4,2,5,4,1,2,1,,,,,,,,1,2,,800000,2,,55,55,1,
5326297,1,2,1,52,1,8621,86,1,86.74584458,52,2020,12,202012,70,12,48,1,2,16,4,9,2,1,,,,,,,,1,2,,1500000,2,,39,39,1,
5326299,1,2,1,52,1,8530,85,1,415.5949991,52,2020,12,202012,70,52,48,2,2,52,2,9,2,2,,,,,,,,1,2,,877803,2,,13,13,2,
5326301,1,2,1,52,1,7020,70,1,190.001215,52,2020,12,202012,70,52,48,4,2,52,4,2,2,2,,,,,,,,1,2,,3000000,2,,21,21,2,
5326308,1,1,1,27,1,4771,47,1,66.8003388,27,2020,12,202012,70,24,40,1,2,24,1,4,2,2,,,,,,,,1,2,,1000000,2,,45,45,2,
5326311,1,1,1,27,1,8413,84,1,79.22235177,27,2020,12,202012,70,48,40,1,2,48,1,7,2,1,,,,,,,,1,2,,2000000,2,,13,13,2,
5326312,1,3,1,27,1,8412,84,1,57.35627045,27,2020,12,202012,70,48,40,2,2,48,2,9,2,1,,,,,,,,1,2,,2500000,2,,12,12,2,
5326314,1,1,1,27,1,8890,88,1,69.56911777,27,2020,12,202012,70,16,40,1,2,16,1,6,2,1,,,,,,,,1,2,,1200000,2,,59,59,2,
5326318,1,1,1,81,1,,,1,133.1398864,81,2020,12,202012,70,3,40,1,2,3,1,3,2,7,,,,,,,,1,1,98,500000,2,,,,,
5326319,1,4,1,81,1,,,1,329.057678,81,2020,12,202012,70,3,48,1,2,3,1,5,2,7,,,,,,,,1,1,300000,600000,2,,,,,
5326319,1,5,1,81,1,,,1,329.057678,81,2020,12,202012,70,6,40,4,2,6,4,1,2,7,,,,,,,,1,2,,400000,2,,,,,
5326319,1,6,1,81,1,,,1,329.057678,81,2020,12,202012,70,3,48,1,2,3,1,5,2,7,,,,,,,,1,2,,600000,2,,,,,
5326325,1,2,1,27,1,5511,55,1,76.04195731,27,2020,12,202012,70,8,40,1,2,8,1,6,2,1,,,,,,,,1,2,,1800000,2,,39,39,1,
5326331,1,2,1,18,1,6511,65,1,184.2853615,18,2020,12,202012,70,24,40,1,2,300,1,3,2,2,,,,,,,,1,2,,908000,2,,32,32,2,
5326336,1,1,1,18,1,4923,49,1,184.0083683,18,2020,12,202012,70,32,48,1,2,38,1,9,2,9,,,,,,,,1,1,200000,908526,2,,98,98,2,
5326337,1,1,1,18,1,7500,75,1,194.8760266,18,2020,12,202012,70,8,48,1,2,8,2,8,2,8,,,,,,,,1,2,,900000,2,,6,6,1,
5326337,1,2,1,18,1,9411,94,1,194.8760266,18,2020,12,202012,70,48,48,1,2,48,2,8,2,6,,,,,,,,1,2,,900000,2,,32,32,2,
5326343,1,1,1,27,1,5121,51,1,105.7632564,27,2020,12,202012,70,2,40,1,2,2,4,4,2,1,,,,,,,,1,1,1000000,1000000,2,,21,21,1,
5326362,1,3,1,18,1,6499,64,1,47.96801606,18,2020,12,202012,70,20,48,1,2,24,1,9,2,1,,,,,,,,1,2,,877803,2,,32,33,2,
5326362,1,4,1,18,1,6499,64,1,47.96801606,18,2020,12,202012,70,96,48,1,2,96,1,9,2,1,,,,,,,,1,2,,877803,2,,33,33,2,
5326372,1,2,1,17,1,.,,1,219.8276408,17,2020,12,202012,70,3,48,1,1,,,,,,,,,,,,,,,,900000,,,45,,1,
5326374,1,3,1,17,1,8621,86,1,211.8835406,17,2020,12,202012,70,40,48,1,2,40,1,9,2,1,,,,,,,,1,2,,900000,2,,59,59,2,
5326390,1,1,1,18,1,8544,85,1,86.42936712,18,2020,12,202012,70,12,48,1,2,12,2,9,2,1,1,,,,,,,,1,3000000,3000000,1,1,5,13,1,
5326407,1,2,1,20,1,510,5,1,283.2526141,20,2020,12,202012,70,16,48,1,2,36,1,9,2,2,,,,,,,,1,2,,2000000,2,,2,2,2,
5326411,1,2,1,76,1,5611,56,1,1357.004134,76,2020,12,202012,70,50,48,1,2,7,1,4,2,3,,,,,,,,1,2,,900000,2,,53,53,2,
5326413,1,5,1,76,1,4781,47,1,1225.353511,76,2020,12,202012,70,4,48,1,2,12,6,2,2,1,,,,,,,,1,2,,877803,2,,45,45,1,
5326416,1,2,1,20,1,5619,56,1,100.480238,20,2020,12,202012,70,8,48,1,2,8,4,2,2,1,,,,,,,,1,2,,950000,2,,33,53,1,
5326416,1,3,1,20,1,5619,56,1,100.480238,20,2020,12,202012,70,8,48,1,2,8,4,2,2,1,,,,,,,,1,2,,950000,2,,13,53,1,
5326416,1,4,1,20,1,.,,1,100.480238,20,2020,12,202012,70,4,48,1,1,,,,,,,,,,,,,,,,908000,,,39,,1,
5326418,1,1,1,20,1,4112,41,1,186.7928013,20,2020,12,202012,70,4,48,1,2,4,4,3,2,1,,,,,,,,1,1,870000,908500,2,,39,95,1,
5326418,1,2,1,20,1,9700,97,1,186.7928013,20,2020,12,202012,70,8,48,1,2,12,3,1,2,1,,,,,,,,1,2,,908500,2,,53,54,1,
5326421,1,2,1,20,1,9603,96,1,167.7611827,20,2020,12,202012,70,32,48,1,2,104,1,9,2,1,,,,,,,,1,2,,908500,2,,55,44,2,
5326423,1,3,1,20,1,9700,97,1,152.0995184,20,2020,12,202012,70,16,48,3,2,16,3,1,2,1,,,,,,,,1,2,,500000,2,,54,54,2,
