DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P9460,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S7A1,P7420S8,P7422,P7422S1,P1806,P1519,P1883,OFICIO1,OFICIO2,RAMA2D_D,DSI,DSCY,rama4d_d,MES,DPTO,fex_c_2011
4490811,1,2,1,70,50,24,40,1,,2,4,4,,1,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,200000,1200000,2,1.79769313486232e+308,45,45,52,1,2,5261,12,50,218.98779
4490821,1,1,1,70,50,8,48,1,,2,12,3,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,800000,2,1.79769313486232e+308,54,54,95,1,1,9500,12,50,258.9087778
4490853,1,1,1,70,52,48,48,4,,2,6,4,,1,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,2400000,1500000,2,1.79769313486232e+308,3,3,45,1,2,4542,12,52,195.4575723
4490859,1,4,1,70,52,32,24,1,,2,32,1,,6,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,400000,2,1.79769313486232e+308,44,44,64,1,2,6421,12,52,230.078919
4490864,1,4,1,70,52,24,48,1,,2,24,1,,2,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,1500000,2,1.79769313486232e+308,6,6,85,1,2,8513,12,52,218.1518216
4490872,1,2,1,70,52,26,48,1,,2,12,3,,1,2,4,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,400000,800000,2,1.79769313486232e+308,59,59,95,1,2,9500,12,52,152.9909254
4490880,1,4,1,70,52,3,48,1,,2,5,4,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,800000,1300000,2,1.79769313486232e+308,2,2,74,1,1,7421,12,52,172.0414493
4490881,1,2,1,70,52,2,40,1,,2,52,4,,1,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,50000,600000,2,1.79769313486232e+308,45,13,80,1,1,8060,12,52,177.4792865
4490887,1,3,1,70,52,52,48,1,,1,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1400000,1.79769313486232e+308,1.79769313486232e+308,5,,,1,2,,12,52,254.5625196
4490888,1,4,1,70,52,4,40,1,,2,8,1,,3,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,600000,2,1.79769313486232e+308,53,53,55,1,1,5521,12,52,235.0373265
4490892,1,2,1,70,52,1,48,1,,2,8,1,,2,2,7,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,45,62,1,1,1,111,12,52,222.2733558
4490897,1,2,1,70,52,52,48,1,,2,38,1,,2,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,700000,2,1.79769313486232e+308,57,57,93,1,2,9309,12,52,193.8732497
4490897,1,3,1,70,52,26,48,1,,2,26,4,,1,2,4,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,300000,737717,2,1.79769313486232e+308,53,41,52,1,2,5244,12,52,193.8732497
4490912,1,4,1,70,52,4,48,1,,2,60,3,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,53,59,95,1,1,9500,12,52,171.2664258
4490912,1,5,1,70,52,24,48,1,,2,44,1,,9,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,3,3,85,1,2,8511,12,52,171.2664258
4490913,1,2,1,70,52,13,48,1,,2,13,1,,9,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,800000,2,1.79769313486232e+308,95,95,45,1,1,4521,12,52,215.9730697
4490938,1,2,1,70,54,2,40,1,,2,104,1,,3,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,45,45,15,1,1,1551,12,54,376.647231
4490945,1,2,1,70,54,20,48,4,,2,20,4,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,700000,2,1.79769313486232e+308,95,95,45,1,2,4522,12,54,394.1240802
4490947,1,3,1,70,54,1,50,4,,2,2,5,,3,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,1200000,737717,2,1.79769313486232e+308,95,95,45,1,1,4521,12,54,545.3908188
4490947,1,4,1,70,54,24,48,1,,2,24,1,,3,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,400000,2,1.79769313486232e+308,45,45,52,1,2,5234,12,54,545.3908188
4490948,1,1,1,70,54,4,48,1,,2,12,1,,7,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,850000,2,1.79769313486232e+308,32,32,45,1,1,4521,12,54,335.9601383
4490952,1,3,1,70,54,36,48,1,,2,3,4,,9,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,800000,737717,2,1.79769313486232e+308,45,39,80,1,2,8050,12,54,236.6853465
4490956,1,2,1,70,54,2,40,1,,2,2,1,,3,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,700000,600000,2,1.79769313486232e+308,97,45,52,1,1,5244,12,54,355.8261082
4490968,1,2,1,70,54,3,50,1,,2,4,1,,3,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,750000,737717,2,1.79769313486232e+308,53,53,55,1,1,5521,12,54,294.1431396
4490972,1,1,1,70,54,2,48,4,,2,2,4,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,400000,700000,2,1.79769313486232e+308,95,95,45,1,1,4522,12,54,573.222258
4490978,1,2,1,70,54,4,24,4,,1,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,400000,1.79769313486232e+308,1.79769313486232e+308,41,,,1,1,,12,54,507.0928468
4490980,1,1,1,70,54,8,54,4,,2,8,4,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,98,2,1.79769313486232e+308,95,95,45,1,1,4521,12,54,531.5346348
4490983,1,3,1,70,54,20,40,1,,2,4,1,,4,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,600000,737717,2,1.79769313486232e+308,39,55,52,1,2,5231,12,54,492.3218423
4490984,1,2,1,70,54,3,48,2,,2,24,1,,4,2,4,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,1200000,2,1.79769313486232e+308,19,45,52,1,1,5231,12,54,239.2366763
4490984,1,6,1,70,54,4,40,3,,2,4,4,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,400000,600000,2,1.79769313486232e+308,54,55,74,1,1,7493,12,54,239.2366763
4490993,1,1,1,70,54,3,50,1,,2,3,1,,7,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,1200000,800000,2,1.79769313486232e+308,87,87,45,1,1,4530,12,54,464.2339003
4491145,1,2,1,70,66,3,50,1,,2,3,4,,1,2,1,,,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,1,900000,737717,1,2,45,97,63,1,1,6310,12,66,305.3837573
4491145,1,3,1,70,66,2,40,1,,1,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,737717,1.79769313486232e+308,1.79769313486232e+308,45,,,1,1,,12,66,305.3837573
4491149,1,2,1,70,66,13,48,1,,2,13,4,,9,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,58,55,80,1,1,8043,12,66,268.1191662
4491150,1,4,1,70,66,8,48,1,,2,8,1,,3,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,53,45,52,1,1,5211,12,66,323.3378758
4491152,1,1,1,70,66,4,48,1,,2,4,1,,3,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,800000,737717,2,1.79769313486232e+308,45,59,85,1,1,8513,12,66,444.0883152
4491153,1,2,1,70,66,6,55,8,,2,6,8,,7,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,800000,2,1.79769313486232e+308,62,62,1,1,1,111,12,66,337.6319841
4491156,1,5,1,70,66,32,48,1,,2,32,1,,9,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,55,55,74,1,2,7491,12,66,309.0748857
4491164,1,2,1,70,66,24,48,1,,1,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,737717,1.79769313486232e+308,1.79769313486232e+308,45,,,1,2,,12,66,316.8797627
4491201,1,2,1,70,66,2,48,1,,2,2,1,,4,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,800000,737717,2,1.79769313486232e+308,32,32,45,1,1,4530,12,66,314.0505414
4491214,1,2,1,70,66,12,60,4,,2,12,4,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,800000,2,1.79769313486232e+308,51,34,72,1,1,7230,12,66,181.9724245
4491221,1,1,1,70,66,40,48,1,,2,40,1,,9,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,3,3,17,1,2,1720,12,66,291.0896489
4491226,1,2,1,70,66,2,40,1,,1,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,600000,1.79769313486232e+308,1.79769313486232e+308,45,,,1,1,,12,66,268.6696075
4491236,1,2,1,70,68,40,40,4,,2,48,4,,2,2,7,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737700,2,1.79769313486232e+308,79,79,18,1,2,1810,12,68,367.4102413
4491242,1,1,1,70,68,6,48,4,,2,6,4,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,250000,737700,2,1.79769313486232e+308,81,81,20,1,1,2030,12,68,395.6725676
4491246,1,1,1,70,68,52,48,3,,2,52,3,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737700,2,1.79769313486232e+308,54,54,95,1,2,9500,12,68,945.2078365
4491254,1,1,1,70,68,2,48,4,,2,2,5,,2,2,3,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,1400000,2,1.79769313486232e+308,95,95,45,1,1,4521,12,68,505.8016674
4491261,1,3,1,70,68,52,48,1,,2,8,1,,6,2,4,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,1500000,2,1.79769313486232e+308,2,84,50,1,2,5011,12,68,454.7737355
4491275,1,4,1,70,68,30,48,1,,2,30,1,,2,2,3,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,1500000,2,1.79769313486232e+308,21,45,52,1,2,5233,12,68,345.7449178
4491276,1,1,1,70,68,3,60,1,,2,3,1,,2,2,1,,,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,1,800000,737717,1,1,58,58,70,1,1,7020,12,68,455.4749053
4491361,1,1,1,70,73,8,48,1,,2,16,4,,9,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,1000000,2,1.79769313486232e+308,39,39,63,1,1,6331,12,73,160.8087985
4491362,1,2,1,70,73,150,24,1,,1,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,737717,1.79769313486232e+308,1.79769313486232e+308,97,,,1,2,,12,73,221.9261304
4491364,1,1,1,70,73,24,38,4,,2,24,4,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,700000,2,1.79769313486232e+308,55,55,74,1,2,7493,12,73,190.874632
4491367,1,3,1,70,73,1,48,1,,2,2,4,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,700000,500000,2,1.79769313486232e+308,59,59,85,1,1,8532,12,73,474.173013
4491367,1,5,1,70,73,4,36,1,,2,52,1,,3,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,700000,2,1.79769313486232e+308,33,53,55,1,1,5521,12,73,474.173013
4491371,1,1,1,70,73,4,74,4,,2,20,4,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,800000,2,1.79769313486232e+308,55,55,74,1,1,7493,12,73,674.5652162
4491375,1,1,1,70,73,2,60,1,,2,3,1,,2,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,300000,800000,2,1.79769313486232e+308,95,95,45,1,1,4521,12,73,529.2859612
4491387,1,1,1,70,73,4,48,1,,2,52,1,,9,2,3,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,45,79,18,1,1,1810,12,73,548.3751805
4491396,1,2,1,70,73,8,40,1,,2,8,4,,1,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,800000,2,1.79769313486232e+308,39,41,52,1,1,5223,12,73,228.4250926
4491398,1,5,1,70,73,12,40,4,,2,13,4,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,800000,2,1.79769313486232e+308,55,55,74,1,1,7493,12,73,348.288731
4491399,1,2,1,70,73,52,40,1,,2,312,1,,4,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,800000,2,1.79769313486232e+308,32,33,72,1,2,7220,12,73,221.9261304
4491401,1,2,1,70,73,52,48,1,,2,130,4,,2,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,800000,2,1.79769313486232e+308,32,41,52,1,2,5211,12,73,221.9261304
4491411,1,2,1,70,73,10,48,1,,2,10,1,,8,2,7,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,800000,2,1.79769313486232e+308,11,11,1,1,1,123,12,73,293.8874432
4491412,1,6,1,70,73,6,40,1,,2,12,1,,9,2,4,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,800000,2,1.79769313486232e+308,45,45,52,1,1,5211,12,73,314.902216
4491425,1,5,1,70,76,104,48,1,,2,250,1,,3,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,37,39,51,1,2,5161,12,76,1248.088557
4491441,1,1,1,70,76,36,60,1,,2,37,5,,3,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,RECIBE PENSION,1.79769313486232e+308,2,1.79769313486232e+308,99,3,1.79769313486232e+308,30,51,55,1,2,5521,12,76,1070.105331
4491441,1,2,1,70,76,40,40,1,,2,37,1,,5,2,4,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,800000,2,1.79769313486232e+308,39,39,15,1,2,1589,12,76,1070.105331
4491445,1,5,1,70,76,52,48,1,,1,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,737717,1.79769313486232e+308,1.79769313486232e+308,53,,,1,2,,12,76,857.2679624
4491448,1,3,1,70,76,2,48,1,,2,2,1,,4,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,98,737717,2,1.79769313486232e+308,45,97,74,1,1,7495,12,76,600.2316652
