DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,P6440,P6450,P6460,P6460S1,P6400,P6422,P6424,P6424S2,P6424S3,P6424S1,P6426,P6430S1,P6480,P6480S1,P6500,P6510,P6510S1,P6510S2,P6590,P6590S1,P6600,P6600S1,P6610,P6610S1,P6620,P6620S1,P6585,P6585S2A1,P6585S3A1,P6585S4A1,P6585S3A2,P6585S2A2,P6585S1A2,P6585S2,P6585S3,P6585S1A1,P6585S4,P6585S1,P6580,P6580S1,P6580S2,P6630,P6630S3,P6630S4A1,P6630S3A1,P6630S2A1,P6630S1A1,P6630S4,P6630S2,P6630S1,P6640,P6642S2,P6642S1,P6765,P6765S1,P6772,P6750,P6760,P550,P6780,P6780S1,P6790,P6800,P6810,P6810S1,P6850,P6830,P6830S1,P6835,P6835S1,P6835S2,P6836,P6836S1,P6836S2,P6837,P6837S1,P6837S2,P6870,P6880,P6880S1,P6920,P6930,P6940,P6960,P6980,P6980S1,P6980S2,P6980S3,P6980S4,P6980S5,P6980S6,P6980S7,P6980S8,P6980S7A1,P6990,P7020,P7026,P7028,P7028S1,P7040,P7045,P7050,P7050S1,P7070,P760,P6410,P6640S1,P6642S11,P6642S7,P6642S8,P6642S9,P6642S10,P6642S12,P6642S5,P6642S4,P6642S3,P6642S6,P9440,P9450,P6630S6,P6630S6A1,P6410S1,P6545S1,P6545,P6545S2,P6915S1,P6915,P6585S4A2,P6773,P6773S1,P7090,P7100,P7110,P7120,P7130,P7140,P7140S1,P7140S2,P7140S3,P7140S4,P7140S5,P7140S6,P7140S7,P7140S8,P7140S9,P7140S9A1,P7150,P7160,P7170,P7170S1,P7170S2,P7170S3,P7170S4,P7170S5,P7170S6,P7180,P7190,P7200,P7240,P7240S1,OCI,OFICIO,RAMA2D,RAMA2DP8,P6430,P6420S1,RAMA4D,RAMA4DP8,INGLABO,DPTO,fex_c_2011
987306,1,1,1,60,50,2,,,,,,,,,,4,,1,,480000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,4,55,,.,55,,,1,8,12,1,13,18,2,,,3,7,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,1,1,1,1,2,1,2,1,2,2,2,,2,1,,2,3,3,2,3,3,2,2,3,3,,1,45,26,,1,,2695,,480000,50,195.7742734
987307,1,1,1,60,50,1,2,2,6,1,2,,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,750000,1,,3,,12,40,,.,40,,,1,8,12,1,14,18,2,,,9,7,,2,,,,1,,,,,,,,1,,2,1,72,1,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,3,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,3,,1,39,75,,4,,7512,,750000,50,178.8193905
987307,1,2,1,60,50,2,,,,,,,,,,180,,2,,600000,2,,,2,,2,,2,,2,,,55000,16400,,1,1,,1,1,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,48,,.,48,,,2,,,,,,,,,3,7,,1,1,1,15,1,,,,,,,,1,,1,1,36,1,,2,,,,,0,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,33,74,,1,,7494,,600000,50,178.8193905
987307,1,3,1,60,50,2,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,200000,1,,3,,6,60,,.,60,,,2,,,,,,,,,2,7,,2,,,,1,,,,,,,,1,,2,1,3,1,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,5,,1,2008,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,3,,1,53,55,,4,,5530,,200000,50,178.8193905
987309,1,2,1,60,50,2,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,800000,1,,3,,12,70,,.,70,,,2,,,,,,,,,1,5,,2,,,,1,,,,,,,,1,,2,1,24,1,,2,,,,,4,,,,,,,,,,,,,,2,,,,,,,,1,,,,2,,,,1,1,2,1,1,1,2,2,1,1,2,,2,1,,2,3,3,2,3,2,2,3,3,3,,1,37,64,,4,,6412,,800000,50,149.2897815
987309,1,3,1,60,50,1,2,1,,1,1,,2,1,1,12,,2,,511500,2,,,2,,2,,2,,2,,,55000,,,,1,,1,2,,2,2,2,,,,2,,,,435000,2,2,1,2,,,,,,,,,,,12,48,,.,48,,,2,,,,,,,,,9,7,,1,1,1,1,1,,,,,,,,1,,1,2,,,,2,,,,,,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,77,15,,1,,1522,,511500,50,149.2897815
987310,1,1,1,60,50,2,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,500000,1,,3,,12,50,,.,50,,,2,,,,,,,,,1,6,,3,,,,,,,,,,,,,,2,1,120,1,,2,,,,,14,,,,,,,,,,,,,,2,,,,,,,,1,,,,2,,,,1,1,2,1,1,1,2,2,2,2,2,,2,1,,3,3,3,3,3,3,2,2,3,3,,1,45,52,,4,,5262,,500000,50,182.8170093
987310,1,2,1,60,50,2,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,800000,1,,3,,12,52,,.,52,,,1,7,12,1,13,17,2,,,1,2,,2,,,,1,,,,,,,,1,,2,1,60,1,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,3,,1,93,45,,4,,4552,,800000,50,182.8170093
987311,1,1,1,60,50,1,2,2,3,2,2,,2,1,2,7,,2,,511500,2,,,2,,2,,2,,2,,,55000,,,,1,,1,2,,2,2,2,,,,2,,,,451000,2,2,1,2,,,,,,,,,,,12,48,,.,0,7,INCAPACITADO,2,,,,,,,,,9,7,,1,1,1,0,1,,,,,,,,1,,1,1,6,4,,2,,,,,0,1,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,1,1,1,1,2,2,2,2,1,2,2,,2,1,,2,2,2,2,2,2,2,3,3,3,,1,97,52,74,1,7491,5211,7491,511500,50,200.1146592
987312,1,1,1,60,50,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,420000,1,,3,,12,60,,.,60,,,2,,,,,,,,,1,7,,2,,,,1,,,,,,,,1,,2,1,60,3,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,11,,,,2,,,,1,1,2,1,1,1,2,2,2,2,2,,2,1,,3,3,3,3,3,3,2,2,3,8,,1,53,55,,4,,5529,,420000,50,137.8212877
987313,1,1,1,60,50,2,,,,,,,,,,6,,1,,150000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,15,1,,15,,,2,,,,,,,,,6,7,,2,,,,1,,,,,,,,1,,2,1,60,3,,1,15,4,,90000,24,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,1,24,2,1,1,1,2,1,2,1,2,1,2,2,2,,2,2,,3,3,3,3,3,3,2,2,3,3,,1,55,80,,1,,8030,,240000,50,178.3283303
987314,1,1,1,60,50,2,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,2000000,1,,3,,12,50,,.,50,,,2,,,,,,,,,2,7,,2,,,,1,,,,,,,,1,,2,1,180,2,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,1,,1,2008,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,19,75,,5,,7530,,2000000,50,205.5976706
987314,1,2,1,60,50,2,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,500000,1,,3,,12,40,,.,40,,,2,,,,,,,,,1,5,,2,,,,1,,,,,,,,1,,2,1,60,1,,2,,,,,2,,,,,,,,,,,,,,2,,,,,,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,3,,1,57,93,,4,,9309,,500000,50,205.5976706
987316,1,2,1,60,50,2,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,600000,1,,3,,12,70,,.,70,,,1,9,20,2,,,,,,1,6,,2,,,,1,,,,,,,,1,,2,1,60,1,,2,,,,,2,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,2,1,1,1,1,2,1,1,2,,2,1,,3,3,3,3,3,3,2,2,3,3,,1,45,52,,4,,5262,,600000,50,108.7827388
987317,1,1,1,60,50,1,2,1,,1,1,,2,1,1,72,,1,,511500,2,,,1,270000,2,,2,,2,,,55000,16400,,2,1,,1,1,,2,2,2,,,,2,,,,451000,2,2,1,2,,,,,,,,,,,12,105,,.,105,,,2,,,,,,,,,5,7,,1,1,1,6,1,,,,,,,,1,,1,1,24,1,,2,,,,,24,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,33,55,,1,,5521,,781500,50,186.0165263
987317,1,3,1,60,50,1,2,1,,1,1,,2,1,1,24,,1,,511500,2,,,1,270000,2,,2,,2,,,55000,16400,,2,1,,1,1,,2,2,2,,,,2,,,,451000,2,2,1,2,,,,,,,,,,,12,112,,.,112,,,2,,,,,,,,,5,7,,1,1,1,2,1,,,,,,,,1,,1,2,,,,2,,,,,,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,33,55,,1,,5521,,781500,50,186.0165263
987318,1,1,1,60,50,2,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,400000,1,,3,,12,36,2,,36,,,1,16,22,2,,,,,,1,6,,2,,,,1,,,,,,,,1,,2,1,3,1,,2,,,,,24,,,,,,,,,,,,,,2,,,,,,,,3,,,,2,,,,1,1,2,1,2,2,2,2,2,2,1,POR ESTABILIDAD LABORAL,1,1,,3,2,1,3,4,2,2,2,3,8,,1,53,55,,4,,5529,,400000,50,17.08763543
987319,1,2,1,60,50,1,2,1,,1,1,,1,1,1,120,,5,,1400000,2,,,2,,2,,2,,2,,,,,,,,2,2,2,38000,2,1,2,,,,1,,1000000,1000000,600000,2,1,1,2,,,,,,,,,,,12,42,,.,42,,,2,,,,,,,,,9,7,,1,2,1,15,1,1,,,,,,,,,1,1,120,2,,2,,,,,4,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,1,2,1,2,1,2,1,3,3,5,,1,59,75,,2,,7513,,1400000,50,197.8306968
987319,1,4,1,60,50,1,2,1,,1,1,,1,1,1,24,,2,,750000,2,,,2,,2,,2,,2,,,55000,,,,1,,1,2,,2,2,2,,,,1,,600000,335000,350000,2,1,1,2,,,,,,,,,,,12,48,,.,0,1,,2,,,,,,,,,9,7,,1,1,1,5,1,1,,,,,,,,,1,1,12,1,,2,,,,,0,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,59,52,,1,,5231,,750000,50,197.8306968
987319,1,5,1,60,50,2,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,600000,1,,3,,11,21,2,,21,,,2,,,,,,,,,3,1,,2,,,,1,,,,,,,,1,,2,1,6,4,,2,,,,,5,,,,,,,,,,,,,,2,,,,,,,,1,,,,2,,,,1,1,1,1,2,1,2,2,2,2,1,POR ESTABILIDAD LABORAL,1,1,,2,2,2,3,3,2,2,3,3,3,,1,21,60,,4,,6031,,600000,50,197.8306968
987320,1,4,1,60,50,1,2,2,6,2,2,,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1000000,1,,3,,6,40,,.,40,,,1,8,12,1,14,18,2,,,9,7,,1,1,2,7,1,1,,,,,,,,,1,1,11,4,,2,,,,,6,1,,,,,,,,,,,,,2,,,,,,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,1,2,3,2,2,3,3,5,,1,3,75,74,4,7491,7512,7491,1000000,50,108.1196919
987320,1,5,1,60,50,1,2,1,,1,1,,1,1,1,24,,1,,650000,2,,,2,,2,,2,,2,,,55000,,,,2,2,1,2,40000,2,1,2,,,,1,,450000,300000,300000,2,1,1,2,,,,,,,,,,,12,44,,.,44,,,1,8,12,1,14,18,2,,,9,7,,1,1,1,4,1,1,,,,,,,,,1,1,24,1,,2,,,,,0,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,32,15,,1,,1541,,650000,50,108.1196919
987322,1,1,1,60,50,2,,,,,,,,,,204,,1,,400000,2,,,1,250000,2,,2,,2,,,60000,,,,2,,1,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,54,,.,0,7,CALAMIDAD FAMILIAR-ESTABA EN CALI,1,9,18,2,,,,,,1,2,,2,,,,1,,,,,,,,1,,1,1,24,3,,2,,,,,5,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,54,95,,3,,9500,,650000,50,167.1276152
987323,1,1,1,60,50,2,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,350000,1,,3,,12,84,,.,84,,,1,7,20,2,,,,,,1,6,,2,,,,1,,,,,,,,1,,2,1,36,1,,2,,,,,2,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,3,2,2,2,3,8,,1,45,92,,4,,9242,,350000,50,167.5762508
987324,1,2,1,60,50,1,2,1,,1,1,,1,1,1,78,,2,,461500,2,,,2,,2,,2,,2,,,55000,16000,,2,2,,1,1,,2,2,2,,,,1,,300000,215000,230000,2,1,1,2,,,,,,,,,,,12,42,,.,42,,,2,,,,,,,,,9,7,,1,1,1,7,1,1,,,,,,,,,1,2,,,,2,,,,,,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,8,,1,33,52,,1,,5211,,461500,50,1.531612157
987324,1,3,1,60,50,1,2,1,,2,2,,2,2,2,24,,2,,450000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,42,,.,42,,,2,,,,,,,,,7,7,,1,1,1,2,1,1,,,,,,,,,1,2,,,,2,,,,,,2,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,1,1,2,1,2,2,2,2,2,2,1,POR ESTABILIDAD LABORAL,1,1,,3,2,2,3,4,2,2,3,3,3,,1,97,52,74,1,7494,5211,7494,450000,50,1.531612157
987325,1,1,1,60,50,2,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,240000,1,,3,,3,56,,.,56,,,1,10,18,2,,,,,,1,1,,2,,,,1,,,,,,,,1,,2,1,72,4,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,CARTA DE DESPLAZAMIENTO-MAPIRIPAM,12,,,,2,,,,2,,,,,,,,,,,,,,,2,2,1,2,4,2,2,3,3,3,,1,57,93,,4,,9302,,240000,50,189.7652655
987326,1,1,1,60,50,2,,,,,,,,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,2500000,1,,3,,12,50,,.,50,,,1,9,17,2,,,,,,3,7,,2,,,,1,,,1,,,1,,,,2,1,84,1,,1,20,4,,600000,24,,,,,,,,,,,,,,2,,,,,,,,3,,1,2008,2,,,,2,,,,,,,,,,,,,,,1,2,1,3,4,2,2,3,3,5,,1,11,74,,5,,7412,,3100000,50,182.8594338
987326,1,2,1,60,50,2,,,,,,,,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,20,2,,20,,,1,14,18,2,,,,,,3,7,,2,,,,1,,,1,,,,,,,2,1,36,1,,2,,,,,36,,,,,,,,,,,,,,2,,,,,,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,4,2,2,3,3,3,,1,32,74,,6,,7412,,,50,182.8594338
987326,1,3,1,60,50,2,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,30,2,,30,,,2,,,,,,,,,3,7,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,4,2,2,3,3,3,,1,33,74,,6,,7412,,,50,182.8594338
987327,1,1,1,60,50,2,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,350000,1,,3,,4,65,,.,65,,,1,8,20,2,,,,,,1,1,,2,,,,1,,,,,,,,1,,2,1,48,4,,2,,,,,36,,,,,,,,,,,,,,2,,,,,,,,3,,1,2008,2,,,,2,,,,,,,,,,,,,,,2,3,2,3,3,3,2,2,3,3,,1,41,52,,4,,5225,,350000,50,1.185404859
987328,1,1,1,60,50,1,2,2,12,1,1,,1,1,1,36,,1,,461500,2,,,2,,2,,2,,2,,,55000,16000,,2,2,,1,1,,2,2,2,,,,2,,,215000,230000,2,1,1,2,,,,,,,,,,,12,84,,.,84,,,1,7,20,2,,,,,,9,5,,1,2,1,5,1,,,,,,,,1,,1,1,60,1,,2,,,,,36,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,3,2,4,2,3,2,3,3,3,,1,45,1,,1,,123,,461500,50,10.61856636
987328,1,2,1,60,50,1,2,2,12,1,1,,2,2,2,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,700000,1,,3,,12,40,,.,40,,,1,8,12,1,14,18,2,,,9,7,,1,1,2,5,1,1,,,,,,,,,1,1,24,1,,2,,,,,1,,,,,,,,,,,,,,2,,,,,,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,3,2,2,3,3,3,,1,13,75,,4,,7513,,700000,50,10.61856636
987328,1,4,1,60,50,1,2,1,,1,1,,1,1,1,6,,1,,461500,2,,,2,,2,,2,,2,,,55000,,,,2,,1,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,45,,.,45,,,1,8,12,1,14,18,2,,,4,7,,1,1,1,5,1,1,,,,,,,,,1,1,3,1,,2,,,,,0,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,3,50,,1,,5020,,461500,50,10.61856636
987329,1,1,1,60,50,1,2,1,,1,1,,1,1,1,1,,2,,461500,2,,,2,,2,,2,,2,,,55000,,,,2,,1,2,,2,2,2,,,,2,,,200000,230000,2,1,1,2,,,,,,,,,,,8,50,,.,50,,,1,8,19,2,,,,,,5,7,,1,1,1,5,1,1,,,,,,,,,1,1,7,1,,2,,,,,4,,,,,,,,,,,,,1,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,2,2,2,3,3,3,,1,37,52,,1,,5241,,461500,50,205.20578
987329,1,2,1,60,50,1,2,2,12,1,1,,1,1,1,84,,2,,570000,2,,,2,,2,,1,300000,2,,,,,,,,,2,2,,2,2,2,,,,2,,,250000,375000,2,1,1,2,,,,,,,,,,,12,48,,.,48,,,1,8,12,1,14,19,2,,,7,7,,1,2,1,7,1,1,,,,,,,,,1,2,,,,2,,,,,,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,45,52,,1,,5244,,570000,50,205.20578
987330,1,1,1,60,50,1,2,1,,1,1,,1,1,1,232,,1,,800000,2,,,2,,2,,2,,1,170000,,60000,16000,,2,2,,1,1,,2,2,2,,,,1,,98,98,98,2,1,1,2,,,,,,,,,,,12,48,,.,48,,,2,,,,,,,,,9,7,,1,2,1,21,1,1,,,,,,,,,1,1,36,1,,2,,,,,4,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,8,,1,77,15,,1,,1522,,800000,50,178.8193905
987330,1,2,1,60,50,1,2,1,,1,1,,1,1,1,60,,1,,650000,2,,,2,,2,,2,,2,,,55000,,,,2,,1,2,,2,2,2,,,,1,,350000,300000,300000,2,1,1,2,,,,,,,,,,,12,40,,.,40,,,1,8,12,1,14,18,2,,,9,7,,1,1,1,5,1,1,,,,,,,,,1,1,84,4,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,32,75,,2,,7512,,650000,50,178.8193905
987331,1,1,1,60,50,2,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,1000000,1,,3,,12,30,1,,30,,,2,,,,,,,,,1,7,,3,,,,,,,,,,,,,,1,1,360,2,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,2,,1,11,74,,4,,7412,,1000000,50,10.54826353
987331,1,2,1,60,50,2,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,300000,1,,3,,12,35,2,,35,,,2,,,,,,,,,1,5,,3,,,,,,,,,,,,,,1,1,240,1,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,2,,1,45,52,,4,,5239,,300000,50,10.54826353
987332,1,1,1,60,50,1,2,2,12,2,1,,2,2,2,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3000000,1,,3,,12,40,,.,40,,,1,8,12,1,14,18,2,,,3,7,,1,1,2,7,1,1,,,,,,,,,2,1,12,2,,1,16,5,,2000000,0,3,,,,,,,,,,,,,2,,,,,,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,2,,1,6,85,74,4,7491,8513,7491,5000000,50,166.836311
987333,1,1,1,60,50,2,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,461000,1,,3,,12,24,1,,24,,,1,5,14,2,,,,,,1,6,,2,,,,1,,,,,,,,1,,2,1,140,1,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,4,,,,1,24,1,1,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,2,,1,45,52,,4,,5262,,461000,50,205.5976706
987333,1,2,1,60,50,2,,,,,,,,,,18,,2,,500000,2,,,1,100000,2,,2,,2,,,50000,,,,1,,1,2,,2,2,2,,,,1,,240000,240000,240000,2,1,1,2,,,,,,,,,,,11,70,,.,70,,,1,9,12,1,13,21,2,,,4,7,,2,,,,1,,,,,,,,1,,2,1,24,3,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,53,55,,1,,5521,,600000,50,205.5976706
987333,1,4,1,60,50,1,1,,,1,2,,2,2,2,5,,1,,300000,2,,,1,180000,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,70,,.,70,,,1,7,12,1,13,18,2,,,3,7,,2,,,,1,,,,,,,,1,,2,1,12,1,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,2,,1,77,15,,1,,1551,,480000,50,205.5976706
987334,1,2,1,60,50,2,,,,,,,,,,12,,2,,300000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,70,,.,70,,,2,,,,,,,,,2,7,,2,,,,1,,,,,,,,1,,2,1,5,1,,2,,,,,12,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,1,1,,3,3,3,3,3,3,2,2,3,5,,1,53,55,,1,,5530,,300000,50,1.531612157
987335,1,1,1,60,50,2,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,100000,1,,3,,12,40,,.,40,,,2,,,,,,,,,1,1,,2,,,,1,,,,,,,,1,,2,1,60,1,,2,,,,,99,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,3,,1,75,17,,4,,1750,,100000,50,15.93388327
987336,1,1,1,60,50,2,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,600000,1,,3,,12,40,,.,40,,,2,,,,,,,,,1,6,,2,,,,1,,,,,,,,1,,2,1,60,4,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,4,,,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,2,1,,2,2,2,2,2,2,2,2,3,3,,1,45,52,,4,,5262,,600000,50,228.7263811
987337,1,2,1,60,50,2,,,,,,,,,,180,,1,,250000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,70,,.,70,,,1,6,12,1,14,18,2,,,2,1,,2,,,,1,,,,,,,,1,,2,1,24,1,,1,30,4,,30000,0,,,,,,,,,,,,,2,2,2,,,,2,,,3,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,45,52,,1,,5244,,280000,50,90.31705069
987337,1,4,1,60,50,2,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,400000,1,,3,,12,70,,.,70,,,1,6,12,1,14,19,2,,,2,7,,2,,,,1,,,,,,,,1,,2,1,12,1,,2,,,,,6,,,,,,,,,,,,,,2,,,,,,,,1,,1,2008,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,2,,1,41,52,,5,,5244,,400000,50,90.31705069
987337,1,5,1,60,50,1,2,1,,1,1,,1,1,1,24,,1,,500000,2,,,2,,2,,2,,2,,,50000,,,,2,,1,2,,2,2,2,,,,1,,240000,240000,240000,2,1,1,2,,,,,,,,,,,11,44,,.,44,,,1,8,12,1,14,18,2,,,4,7,,1,1,1,2,1,1,,,,,,,,,1,1,36,1,,2,,,,,6,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,2,,1,32,60,,1,,6042,,500000,50,90.31705069
