DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,P6440,P6450,P6460,P6460S1,P6400,P6422,P6424,P6424S2,P6424S3,P6424S1,P6426,P6430S1,P6480,P6480S1,P6500,P6510,P6510S1,P6510S2,P6590,P6590S1,P6600,P6600S1,P6610,P6610S1,P6620,P6620S1,P6585,P6585S2A1,P6585S3A1,P6585S4A1,P6585S3A2,P6585S2A2,P6585S1A2,P6585S2,P6585S3,P6585S1A1,P6585S4,P6585S1,P6580,P6580S1,P6580S2,P6630,P6630S3,P6630S4A1,P6630S3A1,P6630S2A1,P6630S1A1,P6630S4,P6630S2,P6630S1,P6640,P6642S2,P6642S1,P6765,P6765S1,P6772,P6750,P6760,P550,P6780,P6780S1,P6790,P6800,P6810,P6810S1,P6850,P6830,P6830S1,P6835,P6835S1,P6835S2,P6836,P6836S1,P6836S2,P6837,P6837S1,P6837S2,P6870,P6880,P6880S1,P6920,P6930,P6940,P6960,P6980,P6980S1,P6980S2,P6980S3,P6980S4,P6980S5,P6980S6,P6980S7,P6980S8,P6980S7A1,P6990,P7020,P7026,P7028,P7028S1,P7040,P7045,P7050,P7050S1,P7070,P760,P6410,P6640S1,P6642S11,P6642S7,P6642S8,P6642S9,P6642S10,P6642S12,P6642S5,P6642S4,P6642S3,P6642S6,P9440,P9450,P6630S6,P6630S6A1,P6410S1,P6545S1,P6545,P6545S2,P6915S1,P6915,P6585S4A2,P6773,P6773S1,P7090,P7100,P7110,P7120,P7130,P7140,P7140S1,P7140S2,P7140S3,P7140S4,P7140S5,P7140S6,P7140S7,P7140S8,P7140S9,P7140S9A1,P7150,P7160,P7170,P7170S1,P7170S2,P7170S3,P7170S4,P7170S5,P7170S6,P7180,P7190,P7200,P7240,P7240S1,OCI,OFICIO,RAMA2D,RAMA2DP8,P6430,P6420S1,RAMA4D,RAMA4DP8,INGLABO,DPTO,fex_c_2011
978456,1,2,1,60,66,1,1,,,1,1,,2,2,2,1,,1,,250000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,30,1,,20,6,,2,,,,,,,,,4,6,,2,,,,1,,,,,,,,1,,2,1,24,1,,2,,,,,1,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,1,1,1,1,1,2,2,2,2,2,2,,1,1,,3,2,2,3,3,3,2,2,3,9,,1,17,92,,1,,9219,,250000,66,270.5918871
978457,1,1,1,60,66,2,,,,,,,,,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,600000,1,,3,,12,65,,.,65,,,2,,,,,,,,,1,7,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,6,,1,2008,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,9,,1,84,50,,4,,5020,,600000,66,225.3103877
978457,1,4,1,60,66,1,2,2,3,1,1,,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,850000,1,,3,,3,55,,.,55,,,2,,,,,,,,,9,7,,1,1,1,2,1,1,,,,,,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,2,,,,1,1,1,1,1,1,2,2,2,2,2,,1,1,,3,3,2,2,2,2,2,2,3,9,,1,39,75,,4,,7512,,850000,66,225.3103877
978460,1,1,1,60,66,1,1,,,1,2,,2,2,2,2,,1,,320000,2,,,1,60000,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,6,50,,.,50,,,2,,,,,,,,,4,8,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,3,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,3,2,2,2,3,9,,1,62,1,,8,,111,,380000,66,298.6759883
978460,1,3,1,60,66,1,2,1,,1,1,,1,1,1,10,,1,,461500,2,,,2,,2,,2,,2,,,55000,45000,,2,1,,1,1,,2,2,2,,,,2,,,232000,,2,1,2,2,,,,,,,,,,,12,60,,.,60,,,2,,,,,,,,,7,7,,1,1,1,2,1,1,,,,,,,,,1,2,,,,2,,,,,,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,1,,1,30,52,,1,,5211,,461500,66,298.6759883
978460,1,4,1,60,66,1,2,1,,1,1,,1,1,1,96,,1,,650000,2,,,2,,2,,2,,2,,,55000,,,,1,,1,2,,2,2,2,,,,2,,,320000,,2,1,2,2,,,,,,,,,,,12,60,,.,60,,,2,,,,,,,,,4,7,,1,2,1,8,1,1,,,,,,,,,1,1,120,6,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,1,,1,40,52,,1,,5239,,650000,66,298.6759883
978461,1,2,1,60,66,2,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,600000,1,,3,,12,60,,.,60,,,2,,,,,,,,,1,6,,1,2,1,8,1,1,,,,,,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,9,,1,97,63,,4,,6310,,600000,66,239.77137
978461,1,3,1,60,66,1,1,,,1,2,,2,2,2,1,,1,,300000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,1,65,,.,65,,,2,,,,,,,,,3,7,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,3,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,3,,1,45,52,,1,,5233,,300000,66,239.77137
978462,1,1,1,60,66,1,2,1,,1,1,,1,1,1,276,,1,,800000,2,,,2,,2,,2,,2,,,65000,,,,1,,1,2,,2,2,2,,,,1,,400000,400000,,2,1,2,2,,,,,,,,,,,12,60,,.,60,,,2,,,,,,,,,9,7,,1,2,1,23,1,1,,,,,,,,,1,2,,,,2,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,1,,1,84,15,,1,,1571,,800000,66,252.621081
978462,1,2,1,60,66,2,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,600000,1,,3,,12,60,,.,60,,,2,,,,,,,,,1,1,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,1,2008,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,3,,1,38,64,,4,,6421,,600000,66,252.621081
978462,1,3,1,60,66,1,1,,,1,1,,2,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,20,2,,20,,,2,,,,,,,,,1,1,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,6,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,38,64,,6,,6421,,,66,252.621081
978463,1,2,1,60,66,2,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,900000,1,,3,,12,54,,.,54,,,2,,,,,,,,,1,7,,1,1,1,4,1,1,,,,,,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,9,,1,41,52,,4,,5237,,900000,66,27.61573729
978463,1,3,1,60,66,1,2,1,,1,1,,1,1,1,7,,1,,1000000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,500000,,2,1,2,2,,,,,,,,,,,7,60,,.,60,,,2,,,,,,,,,9,7,,1,1,1,1,1,1,,,,,,,,,1,2,,,,2,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,19,52,,1,,5211,,1000000,66,27.61573729
978464,1,2,1,60,66,1,1,,,1,2,,2,2,2,36,,1,,300000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,400000,,,,1,2,2,2,,,,,,,,,,,12,48,,.,48,,,1,8,13,2,,,,,,1,2,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,9,,1,54,95,,3,,9500,,300000,66,21.72989165
978464,1,4,1,60,66,2,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,500000,1,,3,,12,60,,.,60,,,1,5,17,2,,,,,,3,8,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,9,,1,61,1,,4,,117,,500000,66,21.72989165
978468,1,1,1,60,66,2,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,400000,1,,3,,12,54,,.,54,,,1,3,10,2,,,,,,1,7,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,1,40,1,1,1,1,1,1,1,1,2,1,2,1,2,,1,1,,3,3,2,3,3,3,2,2,3,9,,1,97,63,,4,,6310,,400000,66,311.4713731
978468,1,2,1,60,66,2,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,120000,1,,3,,4,20,2,,20,,,2,,,,,,,,,1,1,,2,,,,1,,,,,,,,1,,2,1,18,3,,2,,,,,2,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,1,1,1,1,2,2,2,2,2,,1,1,,3,2,3,3,3,3,2,2,3,9,,1,41,15,,4,,1521,,120000,66,311.4713731
978470,1,1,1,60,66,2,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,1000000,1,,1,,12,20,2,,20,,,2,,,,,,,,,1,11,EN DIFERENTES EMPRESAS,3,,,,,,,,,,,,,,2,1,120,1,,2,,,,,24,,,,,,,,,,,,,,2,,,,,,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,1,,1,0,74,,4,,7499,,1000000,66,246.8786245
978470,1,3,1,60,66,2,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,600000,1,,3,,12,30,2,,30,,,2,,,,,,,,,1,5,,1,1,2,4,1,1,,,,,,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,3,,1,45,52,,4,,5269,,600000,66,246.8786245
978471,1,1,1,60,66,1,2,1,,1,1,,1,1,1,360,,1,,461500,2,,,2,,2,,2,,2,,,55000,,,,1,,1,2,,2,2,2,,,,1,80000,232000,232000,,1,1,2,2,,,,,,,,,,,12,70,,.,70,,,2,,,,,,,,,6,4,,1,2,1,20,1,1,,,,,,,,,1,2,,,,2,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,1,,1,98,60,,1,,6022,,461500,66,280.24721
978471,1,4,1,60,66,1,2,1,,1,1,,1,1,1,72,,1,,1100000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,1,,550000,1100000,,2,1,2,2,,,,,,,,,,,12,96,,.,0,3,,2,,,,,,,,,9,4,,2,,,,1,1,,,,,,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,1,,1,58,75,,2,,7524,,1100000,66,280.24721
978473,1,1,1,60,66,1,2,1,,1,1,,1,1,1,6,,1,,1100000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,1,,450000,572000,,2,1,2,2,,,,,,,,,,,12,48,,.,48,,,2,,,,,,,,,5,7,,1,1,1,14,1,1,,,,,,,,,1,1,96,1,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,1,,1,40,52,,1,,5221,,1100000,66,212.1650569
978474,1,1,1,60,66,2,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,330000,1,,3,,12,40,,.,40,,,1,8,16,2,,,,,,1,1,,2,,,,1,1,,,,,,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,54,85,,4,,8532,,330000,66,272.2773005
978475,1,1,1,60,66,2,,,,,,,,,,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,300000,1,,3,,12,84,,.,84,,,1,18,6,2,,,,,,1,5,,2,,,,1,,,,,,,,1,,2,2,,,,1,20,4,,60000,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,3,2,2,3,2,2,2,2,3,8,,1,58,74,,4,,7492,,360000,66,22.02107489
978477,1,1,1,60,66,1,1,,,1,2,,2,2,2,14,,1,,600000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,72,,.,72,,,1,7,19,2,,,,,,4,7,,2,,,,1,,,,,,,,1,,2,1,6,1,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,2,1,,2,2,2,3,3,2,2,2,3,8,,1,75,17,,1,,1730,,600000,66,265.6488709
978478,1,1,1,60,66,1,2,1,,1,1,,1,1,1,60,,1,,600000,2,,,2,,2,,2,,2,,,55000,,,,2,,1,2,,2,2,2,,,,1,,300000,,300000,2,2,1,2,,,,,,,,,,,12,72,,.,72,,,1,6,19,2,,,,,,4,5,,1,1,1,8,1,1,,,,,,,,,1,1,12,1,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,8,,1,97,52,,1,,5221,,600000,66,287.2792856
978479,1,1,1,60,66,1,2,2,6,1,1,,1,1,1,36,,2,,613000,1,54000,2,2,,2,,1,80000,2,,,,15000,,2,,,2,1,,2,2,2,,,,1,,300000,,300000,2,2,1,2,,,,,,,,,,,12,54,,.,54,,,2,,,,,,,,,9,7,,1,1,1,8,1,1,,,,,,,,,1,1,24,1,,2,,,,,0,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,8,,1,93,35,,1,,3591,,613000,66,271.784894
978480,1,2,1,60,66,1,2,2,6,1,1,,1,1,1,24,,2,,461500,2,,,2,,2,,2,,2,,,55000,15000,,2,2,,1,1,,2,2,2,,,,1,,230000,,230000,2,2,1,2,,,,,,,,,,,12,48,,.,48,,,2,,,,,,,,,9,7,,1,1,1,5,1,1,,,,,,,,,1,2,,,,2,,,,,,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,79,18,,1,,1810,,461500,66,311.4713731
978482,1,2,1,60,66,2,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,800000,1,,3,,12,50,,.,50,,,2,,,,,,,,,3,8,,2,,,,1,,,1,,,,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,1,2008,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,5,,1,61,1,,5,,111,,800000,66,305.4620773
978482,1,3,1,60,66,1,2,1,,1,1,,1,1,1,24,,2,,550000,2,,,2,,2,,2,,2,,,55000,,,,2,,1,2,,2,2,2,,,,1,,230000,,230000,2,2,1,2,,,,,,,,,,,12,54,,.,54,,,2,,,,,,,,,9,7,,1,1,1,10,1,1,,,,,,,,,1,1,36,1,,2,,,,,2,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,39,35,,1,,3591,,550000,66,305.4620773
978482,1,6,1,60,66,1,2,1,,1,1,,1,1,1,0,,1,,461500,2,,,2,,2,,2,,2,,,55000,,,,2,,1,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,10,48,,.,48,,,2,,,,,,,,,6,7,,1,1,1,0,1,,,,,,,,1,,1,1,5,1,,2,,,,,1,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,79,18,,1,,1810,,461500,66,305.4620773
978483,1,2,1,60,66,1,2,1,,1,1,,1,1,1,336,,2,,1700000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,1,,850000,,850000,2,2,1,2,,,,,,,,,,,12,40,,.,40,,,1,10,18,2,,,,,,9,7,,1,1,1,30,1,1,,,,,,,,,1,1,60,1,,2,,,,,1,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,2,,1,19,80,,2,,8043,,1700000,66,249.5024753
978484,1,2,1,60,66,1,1,,,1,2,,2,2,2,48,,1,,600000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,72,,.,72,,,1,7,19,2,,,,,,5,7,,2,,,,1,,,,,,,,1,,2,1,12,1,,2,,,,,1,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,1,1,1,1,2,2,2,2,2,2,2,,2,1,,3,2,2,3,3,2,2,3,3,3,,1,79,18,,1,,1810,,600000,66,307.8869205
978486,1,1,1,60,66,2,,,,,,,,,,576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,100000,1,,3,,12,48,,.,48,,,2,,,,,,,,,1,11,EN LA CALLE,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,3,,1,97,60,,4,,6041,,100000,66,264.0809984
978486,1,4,1,60,66,1,1,,,1,1,,2,2,2,120,,1,,600000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,1,60000,2,,2,,,,,2,2,2,2,,,,,,,,,,,12,70,,.,70,,,1,7,19,2,,,,,,3,7,,2,,,,1,,,,,,,,1,,2,1,120,1,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,1,1,2,1,2,2,2,2,1,2,2,,2,1,,3,2,2,3,3,2,2,2,3,8,,1,93,50,,1,,5020,,600000,66,264.0809984
978486,1,8,1,60,66,2,,,,,,,,,,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,200000,1,,3,,12,60,,.,60,,,2,,,,,,,,,1,11,EL LA CALLE,2,,,,1,,,,,,,,1,,2,1,60,1,,2,,,,,48,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,3,,1,58,74,,4,,7492,,200000,66,264.0809984
978486,1,9,1,60,66,1,1,,,1,2,,2,2,2,1,,1,,480000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,65,,.,65,,,1,7,12,1,13,18,2,,,3,9,,2,,,,1,,,,,,,,1,,2,1,3,1,,2,,,,,3,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,2,3,3,,1,95,45,,1,,4521,,480000,66,264.0809984
978487,1,1,1,60,66,2,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,400000,1,,3,,12,50,,.,50,,,2,,,,,,,,,1,4,,2,,,,1,,,,,,,,1,,2,1,4,4,,2,,,,,1,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,97,63,,4,,6310,,400000,66,259.1092018
978488,1,1,1,60,66,2,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,800000,1,,3,,12,54,,.,54,,,2,,,,,,,,,1,4,,2,,,,1,,,,1,,,,,,2,1,60,1,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,5,,1,98,60,,4,,6031,,800000,66,311.4713731
978489,1,2,1,60,66,1,2,1,,1,1,,1,1,1,96,,1,,500000,2,,,2,,2,,2,,2,,,55000,,,,2,,1,2,,2,2,2,,,,1,,250000,,250000,2,2,1,2,,,,,,,,,,,12,40,,.,40,,,1,8,12,1,14,18,2,,,5,7,,1,1,1,12,1,1,,,,,,,,,1,1,60,1,,2,,,,,36,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,32,85,,1,,8532,,500000,66,19.78324423
978489,1,3,1,60,66,1,1,,,1,1,,2,2,2,8,,1,,350000,2,,,1,110000,2,,2,,2,,,60000,,,,2,,1,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,8,60,,.,60,,,1,8,18,2,,,,,,1,2,,2,,,,1,,,,,,,,1,,2,1,6,1,,2,,,,,3,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,54,95,,3,,9500,,460000,66,19.78324423
978490,1,1,1,60,66,1,2,1,,1,1,,1,1,1,2,,2,,461500,2,,,2,,2,,2,,2,,,150000,15200,,2,2,,1,1,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,48,,.,48,,,1,8,12,1,14,18,2,,,9,5,,1,1,1,8,1,1,,,,,,,,,1,1,72,1,,2,,,,,0,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,37,64,,1,,6421,,461500,66,311.4713731
978490,1,2,1,60,66,1,2,1,,1,1,,1,1,1,9,,2,,461500,2,,,2,,2,,2,,2,,,55000,15200,,2,2,,1,1,,2,2,1,160000,2,,1,,230000,,230000,2,2,1,2,,,,,,,,,,,12,48,,.,48,,,1,9,12,1,14,19,2,,,9,7,,1,1,1,8,1,1,,,,,,,,,1,1,12,1,,2,,,,,20,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,21,64,,1,,6421,,461500,66,311.4713731
978491,1,3,1,60,66,1,1,,,1,1,,2,2,2,5,,1,,600000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,10,60,,.,60,,,2,,,,,,,,,2,4,,2,,,,1,,,,,,,,1,,2,1,6,1,,2,,,,,2,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,2,3,8,,1,97,60,,1,,6041,,600000,66,224.7047573
978491,1,4,1,60,66,2,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,800000,1,,3,,12,80,,.,80,,,1,7,20,2,,,,,,2,7,,2,,,,1,,,,,,,,1,,2,1,15,1,,2,,,,,2,,,,,,,,,,,,,,2,,,,,,,,2,,1,2008,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,2,8,,1,51,55,,5,,5522,,800000,66,224.7047573
978491,1,5,1,60,66,1,1,,,1,1,,2,2,2,2,,1,,550000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,54,,.,54,,,2,,,,,,,,,2,7,,2,,,,1,,,,,,,,1,,2,1,3,1,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,53,55,,1,,5529,,550000,66,224.7047573
978491,1,6,1,60,66,2,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,54,,.,54,,,2,,,,,,,,,2,7,,2,,,,1,,,,,,,,1,,2,1,6,1,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,53,55,,6,,5522,,,66,224.7047573
978491,1,9,1,60,66,1,1,,,1,1,,2,2,2,1,,1,,400000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,54,,.,54,,,1,12,20,2,,,,,,2,7,,2,,,,1,,,,,,,,1,,2,1,30,1,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,3,2,2,3,3,8,,1,53,55,,1,,5522,,400000,66,224.7047573
978492,1,1,1,60,66,1,1,,,1,2,,2,2,2,1,,1,,650000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,60,,.,60,,,1,8,18,2,,,,,,3,7,,2,,,,1,,,,,,,,1,,2,1,300,4,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,4,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,5,,1,87,28,,1,,2811,,650000,66,259.8865984
978495,1,1,1,60,66,2,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,750000,1,,3,,12,60,,.,60,,,2,,,,,,,,,1,1,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,3,,1,57,93,,4,,9302,,750000,66,285.7640994
978496,1,1,1,60,66,2,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,600000,1,,3,,12,54,,.,54,,,1,8,17,2,,,,,,1,11,EN LA CALLE,2,,,,1,,,,,,,,1,,2,1,36,1,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,8,,1,45,52,,4,,5262,,600000,66,325.2171366
