DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,RAMA4D_D_R4,RAMA2D_D_R4,DSI,FEX_C,DPTO,ANO,MES,PERIODO,REGIS,P7250,P7260,P7280,P7310,P7320,P7350,P7360,P9460,P7390,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7422,P7422S1,P1806,P1519,P1883,OFICIO1,OFICIO2,DSCY,GWEB
5312025,1,1,1,76,1,7810,78,1,746.78250607,76,2020,12,202012,70,36,48,1,2,9,1,9,2,4,,,,,,,,1,2,,877807,2,,32,39,2,
5312028,1,2,1,76,1,8412,84,1,626.09324265,76,2020,12,202012,70,100,48,4,2,102,4,9,2,8,,,,,,,,1,2,,877807,2,,03,03,2,
5312029,1,2,1,20,1,8530,85,1,262.97056016,20,2020,12,202012,70,4,40,1,2,6,1,6,2,7,,,1,,,,,,1,2000000,2000000,2,,13,13,1,
5312037,1,3,1,,2,.,,1,499.71004774,15,2020,12,202012,70,12,40,1,1,,,,,,,,,,,,,,,,877803,,,32,,1,
5312054,1,2,1,05,1,1522,15,1,1992.5633552,05,2020,12,202012,70,24,48,1,2,24,1,9,2,8,,,,,,,,1,2,,877803,2,,80,80,2,
5312056,1,3,1,,1,4741,47,1,1826.3877895,76,2020,12,202012,70,12,48,1,2,16,1,2,2,4,,,,,,,,1,2,,877803,2,,45,45,1,
5312056,1,4,1,,1,8512,85,1,1826.3877895,76,2020,12,202012,70,6,45,1,2,7,4,4,2,4,,,,,,,,1,2,,400000,2,,45,13,1,
5312058,1,2,1,,1,9602,96,1,1752.4586314,76,2020,12,202012,70,7,40,4,2,8,4,1,2,1,,,,,,,,1,2,,900000,2,,57,57,1,
5312059,1,2,1,,1,9329,93,1,2122.0819181,76,2020,12,202012,70,14,24,1,2,44,1,3,2,2,,,,,,,,1,2,,600000,2,,13,39,2,
5312060,1,1,1,,1,4761,47,1,2543.7276694,76,2020,12,202012,70,16,45,1,2,240,4,1,2,4,,,,,,,,1,2,,877803,2,,45,41,2,
5312061,1,3,1,,1,6190,61,1,3047.7852818,76,2020,12,202012,70,16,40,1,2,20,1,2,2,2,,,1,,,,,,2,,877803,2,,42,21,2,
5312071,1,5,1,,1,3210,32,1,2792.4224492,76,2020,12,202012,70,2,48,4,2,36,4,1,2,2,,,,,,,,1,2,,1200000,2,,94,94,1,
5312072,1,2,1,,1,9603,96,1,2222.2897185,76,2020,12,202012,70,40,84,1,2,41,1,4,2,2,,,,,,,,1,2,,877803,2,,55,55,2,
5312097,1,3,1,63,1,.,,1,125.71377739,63,2020,12,202012,70,3,48,1,1,,,,,,,,,,,,,,,,877803,,,38,,1,
5312098,1,2,1,76,1,6499,64,1,1229.9229227,76,2020,12,202012,70,5,48,1,2,12,1,9,2,4,,,,,,,,1,2,,2000000,2,,39,39,1,
5312100,1,1,1,76,1,4754,47,1,745.04412341,76,2020,12,202012,70,26,48,1,2,25,1,2,2,1,,,,,,,1,,2,,877000,3,,45,45,2,
5312100,1,2,1,76,1,4719,47,1,745.04412341,76,2020,12,202012,70,35,48,1,2,150,1,2,2,2,,,,,,,,1,2,,877000,2,,45,45,2,
5312103,1,2,1,76,1,4321,43,1,1268.2912993,76,2020,12,202012,70,8,56,1,2,8,4,2,2,1,,,,,,,,1,2,,980000,2,,85,85,1,
5312111,1,2,1,44,1,.,,1,71.873462213,44,2020,12,202012,70,4,40,4,1,,,,,,,,,,,,,,,,1000000,,,39,,1,
5312125,1,7,1,,1,5611,56,1,10915.633884,15,2020,12,202012,70,12,40,1,2,16,1,9,2,4,,,,,,,,1,2,,877803,2,,45,33,1,
5312131,1,1,1,73,1,5621,56,1,320.58428616,73,2020,12,202012,70,8,48,1,2,24,1,4,2,1,,,,,,,,1,2,,900000,2,,45,53,1,
5312132,1,2,1,73,1,9602,96,1,141.48339899,73,2020,12,202012,70,40,48,1,2,40,4,1,2,1,,,,,,,,1,2,,887000,2,,45,57,2,
5312135,1,2,1,73,1,1410,14,1,409.06898888,73,2020,12,202012,70,2,50,4,2,2,4,1,2,1,,,,,,,,1,1,230000,1000000,2,,79,79,1,
5312136,1,3,1,73,1,4921,49,1,141.48339899,73,2020,12,202012,70,24,70,4,2,24,4,1,2,1,1,,,,,,,,2,,1000000,1,2,98,98,2,
5312159,1,2,1,,1,4321,43,1,685.10640419,27,2020,12,202012,70,3,48,4,2,5,4,1,2,1,,,,,,,,1,2,,550000,2,,85,85,1,
5312160,1,4,1,,1,8412,84,1,688.47713464,27,2020,12,202012,70,5,48,1,2,60,2,9,2,1,,,,,,,,1,2,,2500000,2,,21,39,1,
5312170,1,1,1,,2,0311,03,1,1540.444522,27,2020,12,202012,70,5,48,1,2,5,1,2,2,1,,,,,,,,1,1,700000,700000,2,,64,64,1,
5312172,1,1,1,,2,4111,41,1,1183.6078844,27,2020,12,202012,70,4,40,1,2,8,1,4,2,1,,,,,,,,1,2,,1500000,2,,95,95,1,
5312173,1,1,1,,2,0161,01,1,673.62180826,27,2020,12,202012,70,3,40,4,2,5,4,1,2,1,,,,,,,,1,2,,400000,2,,61,61,1,
5312190,1,3,1,,1,.,,1,570.55666288,27,2020,12,202012,70,17,40,1,1,,,,,,,,,,,,,,,,970000,,,45,,2,
5312197,1,4,1,,2,.,,1,950.93781169,27,2020,12,202012,70,25,40,1,1,,,,,,,,,,,,,,,,970000,,,59,,2,
5312204,1,1,1,,2,9602,96,1,2694.4872331,27,2020,12,202012,70,16,40,1,2,16,4,1,2,1,,,,,,,,1,2,,700000,2,,55,57,2,
5312209,1,2,1,,2,8129,81,1,2694.4872331,27,2020,12,202012,70,40,40,1,2,51,1,4,2,1,,,,,,,,1,2,,300000,2,,55,99,2,
5312256,1,4,1,88,1,.,,1,66.186242417,88,2020,12,202012,70,,,,,,,,,,,,,,,,,,,,,,,,,,
5312256,1,5,1,88,1,5511,55,1,66.186242417,88,2020,12,202012,70,,,,,,,,,,,,,,,,,,,,,,,,,,
5312259,1,3,1,05,1,9329,93,1,1348.6865758,05,2020,12,202012,70,32,48,1,2,32,1,9,2,4,,,,,,,,1,2,,878000,2,,45,59,2,
5312260,1,1,1,05,1,5619,56,1,1200.5346425,05,2020,12,202012,70,28,48,1,2,28,1,2,2,1,,,,,,,,1,2,,878000,2,,53,53,2,
5312260,1,2,1,05,1,3830,38,1,1200.5346425,05,2020,12,202012,70,4,48,4,2,4,1,3,2,1,,,,,,,,1,1,800000,878000,2,,99,99,1,
5312265,2,5,2,68,1,8512,85,1,285.46077191,68,2020,12,202012,70,52,48,3,2,52,1,4,2,3,,,,,,,,1,2,,700000,2,,54,59,2,
5312273,1,2,1,15,1,5613,56,1,123.12270441,15,2020,12,202012,70,36,40,1,2,36,4,1,2,2,,,,,,,,1,2,,1200000,2,,03,51,2,
5312277,1,3,1,88,1,4773,47,1,47.484773112,88,2020,12,202012,70,,,,,,,,,,,,,,,,,,,,,,,,,,
5312279,1,1,1,88,1,4111,41,1,59.971149439,88,2020,12,202012,70,,,,,,,,,,,,,,,,,,,,,,,,,,
5312279,1,2,1,88,1,4773,47,1,59.971149439,88,2020,12,202012,70,,,,,,,,,,,,,,,,,,,,,,,,,,
5312283,1,1,1,15,1,6120,61,1,144.39393795,15,2020,12,202012,70,48,40,1,2,48,1,7,2,2,,,,,,,,1,2,,877803,2,,03,03,2,
5312285,1,1,1,15,1,4923,49,1,77.460787747,15,2020,12,202012,70,36,48,1,2,36,1,7,2,1,,,,,,,,1,2,,877803,2,,98,98,2,
5312285,1,3,1,15,1,8412,84,1,77.460787747,15,2020,12,202012,70,12,40,1,2,12,4,8,2,1,,,,,,,,1,2,,1500000,2,,11,11,1,
5312285,1,4,1,15,1,6511,65,1,77.460787747,15,2020,12,202012,70,40,40,1,2,20,1,4,2,1,,,,,,,,1,2,,1500000,2,,33,44,2,
5312286,1,1,1,68,1,5619,56,1,777.63537093,68,2020,12,202012,70,52,48,1,2,52,1,3,2,3,,,,,,,,1,2,,878000,2,,53,53,2,
5312287,1,1,1,68,1,3511,35,1,319.23132778,68,2020,12,202012,70,104,48,1,2,104,1,9,2,2,,,,,,,,1,2,,900000,2,,83,95,2,
5312292,1,3,1,23,1,.,,1,256.76648049,23,2020,12,202012,70,30,48,1,1,,,,,,,,,,,,,,,,900000,,,02,,2,
5312303,1,3,1,70,1,8121,81,1,93.065508533,70,2020,12,202012,70,8,24,4,2,36,4,1,2,1,,,,,,,,1,2,,300000,2,,55,55,1,
5312306,1,2,1,70,1,8530,85,1,144.02698566,70,2020,12,202012,70,48,48,1,2,6,4,9,2,1,,,,,,,,1,2,,2200000,2,,02,39,2,
5312308,1,1,1,88,1,4111,41,1,57.04338382,88,2020,12,202012,70,,,,,,,,,,,,,,,,,,,,,,,,,,
5312308,1,2,1,88,1,4111,41,1,57.04338382,88,2020,12,202012,70,,,,,,,,,,,,,,,,,,,,,,,,,,
5312316,1,2,1,15,1,9603,96,1,177.7112006,15,2020,12,202012,70,52,48,4,2,52,1,5,2,1,,,,,,,,1,2,,877803,2,,51,32,2,
5312316,1,3,1,15,1,7010,70,1,177.7112006,15,2020,12,202012,70,40,48,1,2,40,1,9,2,1,,,,,,,,1,2,,877803,2,,32,32,2,
5312318,1,2,1,15,1,6120,61,1,123.12270441,15,2020,12,202012,70,52,40,1,2,52,1,7,2,1,,,,,,,,1,2,,877803,2,,45,44,2,
5312319,1,3,1,70,1,8621,86,1,105.25252591,70,2020,12,202012,70,1,48,1,2,2,1,8,2,1,,,,,,,,1,2,,877803,2,,39,39,1,
5312326,1,2,1,68,1,8530,85,1,1055.1236523,68,2020,12,202012,70,24,10,1,2,24,4,3,2,2,,,,,,,,1,2,,600000,2,,13,13,2,
5312328,1,2,1,08,1,8621,86,1,756.71781234,08,2020,12,202012,70,8,48,2,2,120,1,5,2,1,,,,,,,,1,2,,1500000,2,,21,21,1,
5312339,1,2,1,47,1,8551,85,1,194.22215747,47,2020,12,202012,70,4,40,1,2,60,1,9,2,2,,,,,,,,1,2,,3500000,2,,08,21,1,
5312341,1,3,1,47,1,4752,47,1,210.54144719,47,2020,12,202012,70,4,48,1,2,40,1,9,2,1,,,,,,,,1,2,,1000000,2,,33,33,1,
5312342,1,4,1,47,1,0510,05,1,157.90543849,47,2020,12,202012,70,8,48,1,2,20,1,9,2,1,,,,,,,,1,2,,877803,2,,39,39,1,
5312343,1,2,1,05,1,6910,69,1,940.16162725,05,2020,12,202012,70,36,48,1,2,36,1,4,2,1,,,,,,,,1,2,,2000000,2,,12,12,2,
5312349,1,1,1,23,1,4322,43,1,394.72374316,23,2020,12,202012,70,16,48,1,2,4,1,2,2,2,,,,,,,,1,1,200000,700000,2,,30,87,2,
5312350,1,2,1,23,1,8219,82,1,347.59073618,23,2020,12,202012,70,52,60,1,2,5,4,1,2,2,,,,,,,,1,2,,700000,2,,45,39,2,
5312353,2,2,2,23,1,4210,42,1,394.72374316,23,2020,12,202012,70,40,48,1,2,104,1,4,2,1,,,,,,,,1,2,,877803,2,,33,32,2,
5312358,1,1,1,23,1,8890,88,1,98.680935789,23,2020,12,202012,70,3,40,1,2,3,1,9,2,1,,,,,,,,1,1,439000,439000,2,,54,54,1,
5312365,1,4,1,23,1,9700,97,1,345.02204789,23,2020,12,202012,70,1,40,1,2,2,3,2,2,1,,,,,,,,1,2,,877803,2,,59,59,1,
5312367,1,2,1,23,1,9609,96,1,238.49994875,23,2020,12,202012,70,8,48,1,2,36,1,3,2,1,,,,,,,,1,2,,1000000,2,,03,57,1,
5312370,1,4,1,23,1,8512,85,1,98.680935789,23,2020,12,202012,70,37,48,1,2,36,1,5,2,1,,,,,,,,1,2,,1000000,2,,13,13,2,
5312376,1,3,1,41,1,0910,09,1,183.77315901,41,2020,12,202012,70,36,48,1,2,32,1,7,2,6,,,,,,,,1,2,,877802,2,,02,02,2,
5312383,1,4,1,68,1,1522,15,1,357.85383022,68,2020,12,202012,70,30,48,3,2,30,4,1,2,8,,,,,,,,1,2,,900000,2,,54,80,2,
5312387,1,1,1,17,1,4111,41,1,191.23863287,17,2020,12,202012,70,64,48,1,2,64,1,9,2,9,,,,,,,,1,2,,877802,2,,03,03,2,
5312397,1,2,1,63,1,9602,96,1,346.67876112,63,2020,12,202012,70,40,48,4,2,40,4,1,2,2,,,,,,,,1,2,,800000,2,,57,57,2,
5312401,1,2,1,,2,3290,32,1,660.29948722,05,2020,12,202012,70,32,98,1,2,32,4,1,2,1,,,,,,,,1,2,,877803,2,,55,94,2,
5312402,1,1,1,,2,1513,15,1,2641.1979489,05,2020,12,202012,70,4,48,1,2,3,1,6,2,1,,,,,,,,1,1,200000,877803,2,,55,80,1,
5312404,1,1,1,,2,4111,41,1,2480.797725,05,2020,12,202012,70,2,48,4,2,2,5,2,2,1,,,,,,,,1,1,1100000,877803,2,,93,93,1,
5312404,1,2,1,,2,1522,15,1,2480.797725,05,2020,12,202012,70,20,48,1,2,8,1,7,2,1,,,,,,,,1,2,,877803,2,,97,80,2,
5312405,1,2,1,,2,1702,17,1,660.29948722,05,2020,12,202012,70,24,40,4,2,52,4,1,2,1,,,,,,,,1,2,,877803,2,,91,91,2,
5312408,1,1,1,,2,4923,49,1,1315.5105895,05,2020,12,202012,70,16,48,1,2,16,1,7,2,8,,,,,,,,1,2,,877000,2,,90,97,2,
5312411,1,3,1,68,1,.,,1,293.77740083,68,2020,12,202012,70,8,30,1,1,,,,,,,,,,,,,,,,800000,,,90,,1,
5312416,1,6,1,68,1,.,,1,285.46077191,68,2020,12,202012,70,52,48,1,1,,,,,,,,,,,,,,,,890000,,,45,,2,
5312418,1,3,1,68,1,6499,64,1,831.09333155,68,2020,12,202012,70,52,48,1,2,109,1,9,2,2,,,,,,,,1,2,,750000,2,,45,39,2,
5312421,1,3,1,68,1,9700,97,1,556.0199065,68,2020,12,202012,70,16,48,1,2,16,3,1,2,1,,,,,,,,1,2,,877803,2,,33,59,2,
5312425,1,2,1,68,1,8010,80,1,688.76580918,68,2020,12,202012,70,48,48,1,2,48,1,9,2,1,,,,,,,,1,2,,1200000,2,,58,30,2,
5312426,1,1,1,68,1,7500,75,1,718.25321938,68,2020,12,202012,70,24,48,2,2,24,1,2,2,1,,,,,,,,1,2,,877803,2,,39,39,2,
5312426,1,2,1,68,1,8412,84,1,718.25321938,68,2020,12,202012,70,12,48,1,2,12,4,1,2,1,,,,,,,,1,2,,877803,2,,38,03,1,
5312429,1,2,1,41,1,4111,41,1,269.32128044,41,2020,12,202012,70,24,70,1,2,24,1,3,2,1,,,,,,,,1,2,,900000,2,,95,95,2,
5312429,1,7,1,41,1,8422,84,1,269.32128044,41,2020,12,202012,70,2,54,1,2,2,2,9,2,9,,,,,,,,1,1,880000,1200000,2,,58,58,1,
5312431,1,2,1,41,1,6190,61,1,92.490121786,41,2020,12,202012,70,3,30,3,2,10,4,1,2,1,,,,,,,,1,2,,877800,2,,54,38,1,
5312433,1,2,1,41,1,4322,43,1,162.54942626,41,2020,12,202012,70,84,60,1,2,8,4,1,2,7,,,,,,,,1,2,,900000,2,,58,87,2,
5312434,1,2,1,41,1,4761,47,1,283.61865268,41,2020,12,202012,70,8,48,1,2,40,1,6,2,2,,,,,,,,1,2,,877800,2,,33,45,1,
5312441,1,2,1,41,1,8421,84,1,127.54391589,41,2020,12,202012,70,16,48,1,2,16,1,5,2,2,,,,,,,,1,2,,877803,2,,19,39,2,
5312449,1,3,1,73,1,.,,1,141.48339899,73,2020,12,202012,70,12,48,1,1,,,,,,,,,,,,,,,,1000000,,,53,,1,
5312467,1,1,1,63,1,4644,46,1,130.65189759,63,2020,12,202012,70,32,48,1,2,32,1,9,2,7,,,,,,,,1,2,,900000,2,,30,33,2,
5312481,1,2,1,15,1,9602,96,1,144.39393795,15,2020,12,202012,70,20,40,4,2,32,4,1,2,2,,,,,,,,1,2,,877803,2,,57,57,2,
5312489,1,3,1,54,1,1410,14,1,977.04169469,54,2020,12,202012,70,5,48,4,2,5,4,1,2,1,,,,,,,,1,1,115000,900000,2,,53,59,1,
5312490,1,3,1,54,1,4923,49,1,393.79332943,54,2020,12,202012,70,12,48,1,2,12,1,7,2,1,,,,,,,,1,2,,1500000,2,,39,39,1,
5312498,1,2,1,15,1,4759,47,1,122.24333067,15,2020,12,202012,70,44,40,1,2,104,1,2,2,4,,,,,,,,1,2,,980000,2,,45,45,2,
5312500,1,1,1,81,1,,,1,268.28531135,81,2020,12,202012,70,4,40,1,2,5,1,5,2,1,,,,,,,,1,2,,887032,2,,,,,
5312501,1,1,1,81,1,,,1,147.29031512,81,2020,12,202012,70,4,40,3,2,4,4,1,2,7,,,,,,,,1,1,98,600000,2,,,,,
5312505,1,3,1,81,1,,,1,333.32268535,81,2020,12,202012,70,1,48,1,2,2,4,9,2,1,1,,,,,,,,1,1800000,2000000,1,1,,,,
5312507,1,2,1,81,1,,,1,132.0219446,81,2020,12,202012,70,100,48,1,1,,,,,,,,,,,,,,,,877000,,,,,,
5312509,1,1,1,15,1,4631,46,1,54.771164863,15,2020,12,202012,70,20,40,1,2,20,1,2,2,1,,,,,,,,1,2,,400000,3,,53,33,2,
5312514,1,1,1,08,1,4723,47,1,858.02170645,08,2020,12,202012,70,12,48,1,2,12,1,9,2,1,,,,,,,,1,2,,1200000,2,,33,33,1,
5312524,1,1,1,05,1,4659,46,1,1543.8769362,05,2020,12,202012,70,104,48,1,2,104,1,9,2,1,,,,,,,,1,2,,877803,2,,55,55,2,
5312525,1,1,1,05,1,5519,55,1,1639.4597972,05,2020,12,202012,70,36,48,1,2,48,1,4,2,2,,,,,,,,1,2,,900000,2,,13,50,2,
5312527,1,3,1,05,1,7500,75,1,1151.261024,05,2020,12,202012,70,3,48,1,2,6,1,2,2,1,,,,,,,,1,2,,900000,2,,80,59,1,
5312579,1,3,1,,1,5630,56,1,533.77515496,27,2020,12,202012,70,16,48,1,2,22,1,2,2,1,,,,,,,,1,2,,1200000,2,,58,50,2,
5312606,1,1,1,,1,4111,41,1,521.78117543,27,2020,12,202012,70,3,40,1,2,24,1,2,2,1,,,,,,,,1,2,,900000,2,,95,95,1,
5312647,1,3,1,41,1,.,,1,239.35438984,41,2020,12,202012,70,18,45,1,1,,,,,,,,,,,,,,,,1000000,,,58,,2,
5312648,1,1,1,41,1,2023,20,1,292.65432059,41,2020,12,202012,70,20,45,1,2,20,1,7,2,1,,,,,,,,1,2,,1200000,2,,97,97,2,
5312649,1,1,1,41,1,4771,47,1,92.490121786,41,2020,12,202012,70,5,45,1,2,15,1,7,2,8,,,,,,,,1,2,,1000000,2,,45,45,1,
5312652,1,3,1,41,1,4620,46,1,212.7728205,41,2020,12,202012,70,30,45,1,2,35,1,7,2,8,,,,,,,,1,2,,1000000,2,,97,97,2,
5312660,1,1,1,23,1,8890,88,1,288.29683828,23,2020,12,202012,70,16,48,1,2,48,1,9,2,1,,,,,,,,1,2,,1200000,2,,54,54,2,
5312663,1,2,1,23,1,9700,97,1,98.680935789,23,2020,12,202012,70,3,48,1,2,41,3,1,2,1,,,,,,,,1,2,,877803,2,,55,54,1,
5312670,1,1,1,76,1,6820,68,1,1055.446581,76,2020,12,202012,70,8,72,1,2,8,1,5,2,1,,,,,,,,1,2,,1200000,2,,58,58,1,
5312671,1,1,1,54,1,4781,47,1,886.44155615,54,2020,12,202012,70,4,50,3,2,36,4,1,2,4,,,,,,,,1,2,,980657,2,,54,45,1,
5312673,1,3,1,54,1,.,,1,888.87230703,54,2020,12,202012,70,8,48,1,1,,,,,,,,,,,,,,,,980000,,,45,,1,
5312679,1,6,1,08,1,1104,11,1,303.18377792,08,2020,12,202012,70,32,48,1,2,32,1,9,2,1,,,,,,,,1,2,,877803,2,,77,97,2,
5312681,1,1,1,19,1,.,,1,151.68956987,19,2020,12,202012,70,4,45,1,1,,,,,,,,,,,,,,,,877810,,,45,,1,
5312683,1,1,1,19,1,8530,85,1,183.84811574,19,2020,12,202012,70,20,45,1,2,20,1,6,2,2,,,,,,,,1,2,,877810,2,,13,13,2,
5312688,1,2,1,19,1,4761,47,1,154.74657185,19,2020,12,202012,70,2,40,1,2,2,4,1,2,7,,,,,,,,1,2,,500000,2,,45,45,1,
5312688,1,3,1,19,1,.,,1,154.74657185,19,2020,12,202012,70,3,40,1,1,,,,,,,,,,,,,,,,800000,,,44,,1,
5312699,1,2,1,19,1,4711,47,1,163.7012324,19,2020,12,202012,70,12,40,1,2,32,1,1,2,1,,,,,,,,1,2,,600000,2,,55,45,1,
5312703,1,1,1,19,1,8121,81,1,116.57620529,19,2020,12,202012,70,3,48,4,2,4,4,1,2,1,,,,,,,,1,1,100000,98,2,,55,55,1,
5312713,1,2,1,27,1,4290,42,1,91.563265845,27,2020,12,202012,70,24,40,1,2,24,1,6,2,1,,,,,,,,1,2,,3000000,2,,02,02,2,
5312715,1,1,1,27,1,7490,74,1,94.512760211,27,2020,12,202012,70,48,40,2,2,48,1,8,2,1,,,,,,,,1,2,,1500000,2,,13,05,2,
5312730,1,4,1,19,1,6190,61,1,137.69853568,19,2020,12,202012,70,4,48,1,2,156,4,9,2,1,,,,,,,,1,2,,840000,2,,97,44,1,
5312734,1,2,1,19,1,8621,86,1,139.45154122,19,2020,12,202012,70,4,40,1,2,156,1,6,2,1,,,,,,,,1,2,,877803,2,,33,33,1,
5312735,1,2,1,19,1,8121,81,1,84.43463784,19,2020,12,202012,70,39,25,4,2,39,4,1,2,1,,,,,,,,1,2,,300000,2,,55,55,2,
5312736,1,3,1,19,1,4111,41,1,99.227958028,19,2020,12,202012,70,4,48,1,2,4,4,1,2,1,,,,,,,,1,2,,877803,2,,95,95,1,
5312738,1,1,1,19,1,4772,47,1,134.84601136,19,2020,12,202012,70,12,60,1,2,39,1,2,2,1,,,,,,,,1,2,,850000,2,,45,45,1,
5312747,1,1,1,19,1,8610,86,1,155.95293432,19,2020,12,202012,70,30,40,2,2,30,1,9,2,1,,,,,,,,1,2,,877802,2,,59,59,2,
5312747,1,2,1,19,1,4761,47,1,155.95293432,19,2020,12,202012,70,6,40,1,2,16,1,5,2,1,,,,,,,,1,2,,950000,2,,33,33,1,
5312747,1,3,1,19,1,.,,1,155.95293432,19,2020,12,202012,70,24,40,1,1,,,,,,,,,,,,,,,,887803,,,45,,2,
5312748,1,3,1,19,1,8010,80,1,134.78439337,19,2020,12,202012,70,8,48,1,2,8,1,5,2,1,,,,,,,,1,2,,877803,2,,58,58,1,
5312752,1,1,1,19,1,.,,1,150.19244017,19,2020,12,202012,70,52,48,1,1,,,,,,,,,,,,,,,,2500000,,,02,,2,
5312761,1,2,1,27,1,.,,1,45.547938988,27,2020,12,202012,70,40,40,2,1,,,,,,,,,,,,,,,,2000000,,,08,,2,
5312761,1,4,1,27,1,8890,88,1,45.547938988,27,2020,12,202012,70,24,48,2,2,24,1,9,2,1,,,,,,,,1,2,,1200000,2,,11,33,2,
5312777,1,1,1,05,1,8544,85,1,993.40916997,05,2020,12,202012,70,32,48,1,2,52,1,9,2,1,,,,,,,1,,2,,877803,3,,95,64,2,
5312777,1,2,1,05,1,4771,47,1,993.40916997,05,2020,12,202012,70,40,48,1,2,40,1,4,2,2,,,,,,,,1,2,,877803,2,,45,45,2,
5312777,1,3,1,05,1,2829,28,1,993.40916997,05,2020,12,202012,70,32,48,1,2,102,1,9,2,2,,,,,,,,1,2,,700000,2,,97,85,2,
5312780,1,1,1,05,1,4772,47,1,1472.6140228,05,2020,12,202012,70,4,48,1,2,12,1,4,2,6,,,,,,,,1,2,,877803,2,,45,45,1,
5312782,1,1,1,50,1,6412,64,1,306.85937706,50,2020,12,202012,70,40,48,1,2,40,1,9,2,1,1,,,,,,,,2,,1500000,1,1,33,33,2,
5312782,1,2,1,50,1,6412,64,1,306.85937706,50,2020,12,202012,70,48,48,1,2,48,1,9,2,2,,,,,,,,1,2,,1500000,2,,11,30,2,
5312786,1,3,1,50,1,4771,47,1,243.61861694,50,2020,12,202012,70,38,48,1,2,40,1,9,2,1,,,,,,,,1,2,,900000,2,,45,45,2,
5312789,1,4,1,17,1,.,,1,164.08304583,17,2020,12,202012,70,24,48,1,1,,,,,,,,,,,,,,,,2000000,,,02,,2,
5312794,1,2,1,17,1,9700,97,1,223.68403419,17,2020,12,202012,70,32,48,3,2,32,3,1,2,8,,,,,,,,1,2,,900000,2,,54,54,2,
5312800,1,1,1,17,1,4752,47,1,293.70565242,17,2020,12,202012,70,6,48,1,2,6,1,4,2,2,,,,,,,,1,2,,900000,2,,32,32,1,
5312801,1,1,1,17,1,4111,41,1,220.48519603,17,2020,12,202012,70,36,48,1,2,36,1,3,2,1,,,,,,,,1,2,,900000,2,,95,95,2,
5312802,1,4,1,17,1,2750,27,1,119.51535414,17,2020,12,202012,70,104,48,1,2,104,1,9,2,2,,,,,,,,1,2,,1500000,2,,08,85,2,
5312807,1,2,1,17,1,9700,97,1,224.92708362,17,2020,12,202012,70,12,48,1,2,20,3,1,2,2,,,,,,,,1,2,,877802,2,,55,54,1,
5312807,1,3,1,17,1,3110,31,1,224.92708362,17,2020,12,202012,70,44,48,1,2,44,1,4,2,1,,,,,,,,1,2,,900000,2,,34,81,2,
5312827,1,2,1,85,1,,,1,407.53803102,85,2020,12,202012,70,15,48,1,2,19,1,2,2,6,,,,,,,,1,2,,900000,2,,,,,
5312829,1,1,1,85,1,,,1,358.30227311,85,2020,12,202012,70,104,45,1,2,102,1,7,2,1,,,,,,,,1,2,,1000000,2,,,,,
5312833,1,2,1,50,1,4792,47,1,238.9589605,50,2020,12,202012,70,32,48,3,2,32,4,1,2,1,,,,,,,,1,2,,900000,2,,59,45,2,
5312837,1,3,1,70,1,.,,1,72.862467468,70,2020,12,202012,70,8,48,1,1,,,,,,,,,,,,,,,,877803,,,19,,1,
5312842,1,1,1,70,1,9700,97,1,132.15950611,70,2020,12,202012,70,8,48,3,2,52,3,1,2,1,,,,,,,,1,2,,500000,2,,54,54,1,
5312843,1,2,1,70,1,9700,97,1,135.9188115,70,2020,12,202012,70,24,48,3,2,99,3,1,2,1,,,,,,,,1,2,,700000,2,,54,54,2,
5312844,1,3,1,70,1,4752,47,1,115.61000832,70,2020,12,202012,70,24,48,4,2,24,4,5,2,1,,,,,,,,1,2,,877803,2,,45,45,2,
5312844,1,4,1,70,1,9700,97,1,115.61000832,70,2020,12,202012,70,24,48,3,2,104,3,1,2,1,,,,,,,,1,2,,877803,2,,54,54,2,
5312855,1,4,1,52,1,8621,86,1,86.74584458,52,2020,12,202012,70,32,40,1,2,32,1,6,2,4,,,,,,,,1,2,,1800000,2,,21,21,2,
5312857,1,2,1,52,1,.,,1,174.87544345,52,2020,12,202012,70,17,40,1,1,,,,,,,,,,,,,,,,877803,,,16,,2,
5312858,1,1,1,52,1,4111,41,1,86.74584458,52,2020,12,202012,70,17,40,1,2,17,1,3,2,1,,,,,,,,1,2,,600000,2,,95,95,2,
5312872,1,2,1,50,1,7420,74,1,254.31624666,50,2020,12,202012,70,52,40,1,2,52,4,1,2,1,,,,,,,,1,2,,1000000,2,,16,16,2,
5312876,1,2,1,50,1,8121,81,1,127.39332659,50,2020,12,202012,70,104,40,1,2,13,4,1,2,2,,,,,,,,1,2,,800000,2,,53,55,2,
5312876,1,5,1,50,1,8559,85,1,127.39332659,50,2020,12,202012,70,20,48,1,2,36,1,3,2,1,,,,,,,,1,2,,900000,2,,45,34,2,
5312879,1,2,1,50,1,4771,47,1,174.16497137,50,2020,12,202012,70,48,48,1,2,44,1,7,2,1,,,,,,,,1,2,,960000,2,,45,45,2,
5312880,1,1,1,95,1,,,1,167.31212422,95,2020,12,202012,70,2,40,4,2,48,1,9,2,1,,,,,,,,1,2,,877000,2,,,,,
